DateTime	product_1_plan	product_1_plan_cumsum	product_1_fact	product_1_fact_cumsum	product_2_status	product_2_plan	product_2_plan_cumsum	product_2_fact	product_2_fact_cumsum	product_2_accomplished	product_3_status	product_3_plan	product_3_plan_cumsum	product_3_fact	product_3_fact_cumsum	product_3_accomplished	product_4_status	product_4_plan	product_4_plan_cumsum	product_4_fact	product_4_fact_cumsum	product_4_accomplished
2017-11-25	150	12600	0	11063.223		0.0	11000	0	11058.933999999997	100.53576363636361		25.0	625	30.028	689.481	110.31696		3.0	87	5.229	96.67399999999999	111.11954022988503
2017-11-26	0	12600	0	11063.223		0.0	11000	0	11058.933999999997	100.53576363636361		25.0	650	14.006	703.487	108.22876923076923		3.0	90	4.022	100.696	111.88444444444445
2017-11-27	0	12600	0	11063.223	ТО	0.0	11000	0	11058.933999999997	100.53576363636361		25.0	675	0	703.487	104.2202962962963		3.0	93	4.806	105.502	113.44301075268817
2017-11-28	0	12600	0	11063.223	резерв		11000	0	11058.933999999997	100.53576363636361		20.0	695	0	703.487	101.22115107913669	ТО	1.0	94	4.024	109.526	116.51702127659573
2017-11-29	0	12600	0	11063.223	резерв		11000	0	11058.933999999997	100.53576363636361	ТО	0.0	695	10.507	713.9939999999999	102.73294964028776		3.0	97	2.414	111.94	115.4020618556701
2017-11-30	0	12600	0	11063.223	резерв		11000	0	11058.933999999997	100.53576363636361		5.0	700	18.549	732.5429999999999	104.64899999999999		3.0	100	2.024	113.964	113.964
2017-12-01	0	0	86.081	86.081		0.0	0					40.0	40	45.435	45.435	113.58749999999999		4.0	4	7.19	7.19	179.75
2017-12-02	0	0	1109.649	1195.7299999999998		0.0	0					25.0	65	32.96	78.39500000000001	120.60769230769233		4.0	8	6.022	13.212	165.15
2017-12-03	400	400	84.146	1279.8759999999997		0.0	0					30.0	95	31.043	109.43800000000002	115.19789473684212		4.0	12	4.007	17.219	143.49166666666667
2017-12-04	700	1100	212.107	1491.9829999999997	ТО	0.0	0	13.046	13.046			30.0	125	8.369	117.80700000000002	94.24560000000002		4.0	16	4.811	22.03	137.6875
2017-12-05	700	1800	340.569	1832.5519999999997		950.0	950	1025.438	1038.4840000000002	109.3141052631579		30.0	155	30.31	148.11700000000002	95.55935483870968		4.0	20	5.24	27.270000000000003	136.35000000000002
2017-12-06	700	2500	614.041	2446.593		950.0	1900	1041.254	2079.7380000000003	109.45989473684212		30.0	185	24.602	172.71900000000002	93.36162162162164		4.0	24	6.836	34.106	142.10833333333335
2017-12-07	700	3200	707.77	3154.363		950.0	2850	962.534	3042.2720000000004	106.7463859649123		30.0	215	35.054	207.77300000000002	96.63860465116281		4.0	28	4.823	38.929	139.03214285714287
2017-12-08	700	3900	515.365	3669.728		950.0	3800	861.85	3904.1220000000003	102.74005263157895		30.0	245	39.022	246.79500000000002	100.7326530612245		4.0	32	6.031	44.96	140.5
2017-12-09	0	3900	228.465	3898.193		20.0	3820	0	3904.1220000000003	102.20214659685864		25.0	270	32.041	278.836	103.2725925925926		4.0	36	4.006	48.966	136.01666666666668
2017-12-10	0	3900	196.795	4094.9880000000003		0.0	3820	0	3904.1220000000003	102.20214659685864		25.0	295	25.489	304.325	103.16101694915254		4.0	40	5.617	54.583	136.45749999999998
2017-12-11	600	4500	594.663	4689.651	ТО	0.0	3820	0	3904.1220000000003	102.20214659685864		25.0	320	37.017	341.342	106.669375		4.0	44	7.254	61.836999999999996	140.53863636363636
2017-12-12	800	5300	860.399	5550.05		950.0	4770	957.064	4861.186000000001	101.91165618448639		25.0	345	36.071	377.413	109.39507246376812		4.0	48	7.227	69.064	143.88333333333333
2017-12-13	800	6100	847.832	6397.8820000000005		950.0	5720	970.788	5831.974	101.95758741258743		25.0	370	21.813	399.226	107.89891891891892		4.0	52	6.417	75.481	145.15576923076924
2017-12-14	800	6900	774.244	7172.126		950.0	6670	1049.684	6881.658	103.17328335832086	ТО	0.0	370	30.027	429.253	116.01432432432432		4.0	56	6.014	81.49499999999999	145.5267857142857
2017-12-15	800	7700	495.971	7668.097		950.0	7620	930.988	7812.646000000001	102.52816272965882		25.0	395	35.316	464.56899999999996	117.61240506329113	ТО	2.0	58	4.4	85.895	148.0948275862069
2017-12-16	500	8200	81.641	7749.737999999999		180.0	7800	0	7812.646000000001	100.16212820512823		25.0	420	41.509	506.078	120.49476190476189		4.0	62	3.602	89.497	144.35
2017-12-17	0	8200	203.656	7953.393999999999		0.0	7800	0	7812.646000000001	100.16212820512823		25.0	445	27.986	534.064	120.01438202247189		4.0	66	4.795	94.292	142.86666666666667
2017-12-18	400	8600	458.375	8411.769	ТО	0.0	7800	3.254	7815.900000000001	100.20384615384617		25.0	470	37.584	571.6479999999999	121.62723404255318		4.0	70	5.228	99.52	142.17142857142858
2017-12-19	700	9300	743.542	9155.311		950.0	8750	1057.018	8872.918000000001	101.40477714285716		25.0	495	30.036	601.684	121.55232323232323		4.0	74	4.809	104.329	140.98513513513512
2017-12-20	700	10000	796.998	9952.309		950.0	9700	967.474	9840.392000000002	101.44734020618557		25.0	520	34.053	635.737	122.25711538461539		4.0	78	4.375	108.704	139.36410256410255
2017-12-21	0	10000	524.717	10477.026		950.0	10650	928.068	10768.460000000001	101.11230046948359		20.0	540	22.044	657.781	121.81129629629628		4.0	82	3.191	111.895	136.4573170731707
2017-12-22	0	10000	0	10477.026		50.0	10700	0	10768.460000000001	100.63981308411216		20.0	560	20.968	678.7489999999999	121.20517857142856		4.0	86	3.981	115.87599999999999	134.73953488372092
2017-12-23	0	10000	0	10477.026	ремонт		10700	0	10768.460000000001	100.63981308411216		20.0	580	37.173	715.9219999999999	123.43482758620688		4.0	90	6.363	122.23899999999999	135.8211111111111
2017-12-24	0	10000	0	10477.026	ремонт		10700	0	10768.460000000001	100.63981308411216		20.0	600	25.832	741.7539999999999	123.62566666666666		4.0	94	6.367	128.606	136.81489361702126
2017-12-25	0	10000	0	10477.026	ремонт		10700	0	10768.460000000001	100.63981308411216	ТО	0.0	600	0	741.7539999999999	123.62566666666666		4.0	98	6.769	135.375	138.1377551020408
2017-12-26	0	10000	0	10477.026	ремонт		10700	0	10768.460000000001	100.63981308411216	резерв		600	0	741.7539999999999	123.62566666666666	ТО	2.0	100	5.621	140.996	140.996
2017-12-27	0	10000	0	10477.026	ремонт		10700	0	10768.460000000001	100.63981308411216	резерв		600	0	741.7539999999999	123.62566666666666	резерв		100	5.625	146.621	146.621
2017-12-28	0	10000	0	10477.026	ремонт		10700	0	10768.460000000001	100.63981308411216	резерв		600	0	741.7539999999999	123.62566666666666	резерв		100	3.233	149.854	149.854
2017-12-29	0	10000	0	10477.026	ремонт		10700	0	10768.460000000001	100.63981308411216	резерв		600	0	741.7539999999999	123.62566666666666	резерв		100	0	149.854	149.854
2017-12-30	0	10000	0	10477.026		0.0	10700	0	10768.460000000001	100.63981308411216		0.0	600	0	741.7539999999999	123.62566666666666		0.0	100	0	149.854	149.854
2017-12-31	0	10000	0	10477.026		0.0	10700	0	10768.460000000001	100.63981308411216		0.0	600	0	741.7539999999999	123.62566666666666		0.0	100	0	149.854	149.854
