DateTime	product_1_plan	product_1_plan_cumsum	product_1_fact	product_1_fact_cumsum	product_2_status	product_2_plan	product_2_plan_cumsum	product_2_fact	product_2_fact_cumsum	product_2_accomplished	product_3_status	product_3_plan	product_3_plan_cumsum	product_3_fact	product_3_fact_cumsum	product_3_accomplished	product_4_status	product_4_plan	product_4_plan_cumsum	product_4_fact	product_4_fact_cumsum	product_4_accomplished
2015-09-01	*1500	1500	1317.735	1317.735		100	100	530.009	530.009	530.009		25	25	81.011	81.011	324.044		5	5	7.997	7.997	159.94
2015-09-02	800	2300	755.753	2073.488		950	1050	979.918	1509.9270000000001	143.80257142857144		25	50	28.002	109.01299999999999	218.02599999999995		5	10	5.6	13.597	135.97
2015-09-03	800	3100	729.503	2802.991		950	2000	1022.824	2532.751	126.63755		25	75	28.018	137.031	182.708	ТО			6.004	19.601	196.01
2015-09-04	800	3900	836.252	3639.243		950	2950	969.786	3502.5370000000003	118.73006779661017		25	100	33.785	170.816	170.816		5	15	8.008	27.608999999999998	184.05999999999997
2015-09-05	800	4700	707.373	4346.616		950	3900	948.31	4450.847	114.12428205128205		25	125	38.857	209.673	167.7384		5	20	5.596	33.205	166.025
2015-09-06	800	5500	917.865	5264.481		950	4850	1028.242	5479.089	112.97090721649485		25	150	9.986	219.659	146.4393333333333		5	25	5.632	38.836999999999996	155.34799999999998
2015-09-07	800	6300	655.914	5920.3949999999995		950	5800	666.87	6145.959	105.96481034482758		25	175	24.027	243.68599999999998	139.24914285714286		5	30	4.827	43.663999999999994	145.54666666666665
2015-09-08	800	7100	624.445	6544.839999999999	ТО			218.012	6363.971	109.72363793103447		25	200	29.159	272.84499999999997	136.42249999999999		5	35	2.01	45.67399999999999	130.49714285714285
2015-09-09	800	7900	772.839	7317.678999999999		900	6700	621.966	6985.937	104.26771641791044		25	225	35.852	308.69699999999995	137.19866666666664		5	40	7.234	52.907999999999994	132.26999999999998
2015-09-10	800	8700	783.485	8101.163999999999		950	7650	952.594	7938.531	103.77164705882353	ТО			33.478	342.17499999999995	152.07777777777775		5	45	11.64	64.548	143.44
2015-09-11	800	9500	859.052	8960.215999999999		950	8600	1042.512	8981.043	104.43073255813952		25	250	36.602	378.77699999999993	151.51079999999996		5	50	7.224	71.772	143.544
2015-09-12	700	10200	727.917	9688.132999999998		950	9550	919.09	9900.133	103.66631413612566		25	275	27.985	406.76199999999994	147.91345454545453		5	55	6.008	77.78	141.4181818181818
2015-09-13	700	10900	733.728	10421.860999999997		950	10500	988.564	10888.697	103.7018761904762		25	300	31.908	438.66999999999996	146.22333333333333		5	60	5.613	83.393	138.98833333333334
2015-09-14	800	11700	995.894	11417.754999999997		950	11450	958.978	11847.675	103.47314410480348		25	325	32.929	471.59899999999993	145.1073846153846		5	65	6.405	89.798	138.15076923076924
2015-09-15	800	12500	741.963	12159.717999999997	ТО			250.536	12098.211	105.66123144104802		25	350	34.008	505.6069999999999	144.45914285714284		5	70	4.423	94.221	134.60142857142858
2015-09-16	800	13300	769.354	12929.071999999996		900	12350	789.278	12887.489	104.35213765182185		25	375	26.003	531.6099999999999	141.76266666666663		5	75	5.218	99.43900000000001	132.58533333333332
2015-09-17	800	14100	836.981	13766.052999999996		950	13300	862.41	13749.899	103.38269924812029		25	400	18.177	549.7869999999999	137.44674999999998	ТО			7.198	106.637	142.18266666666665
2015-09-18	800	14900	759.029	14525.081999999997		950	14250	914.358	14664.257	102.90706666666667		25	425	37.502	587.2889999999999	138.1856470588235		5	80	4.812	111.449	139.31125
2015-09-19	700	15600	783.868	15308.949999999997		950	15200	1000.174	15664.431	103.05546710526316		25	450	31.244	618.5329999999999	137.45177777777775		5	85	5.226	116.675	137.26470588235293
2015-09-20	700	16300	973.183	16282.132999999998		950	16150	862.104	16526.535	102.33148606811145		25	475	10.032	628.5649999999999	132.3294736842105		5	90	6.04	122.715	136.35
2015-09-21	800	17100	709.295	16991.427999999996		950	17100	780.86	17307.395	101.21283625730995		25	500	0	628.5649999999999	125.71299999999998		5	95	6.033	128.748	135.52421052631578
2015-09-22	300	17400	147.237	17138.664999999997		500	17600	361.458	17668.853	100.39121022727274		25	525	15.007	643.5719999999999	122.58514285714284		5	100	4.845	133.593	133.593
2015-09-23												25	550	20.004	663.5759999999999	120.6501818181818		5	105	1.192	134.785	128.36666666666667
2015-09-24											ТО			30.196	693.7719999999999	126.14036363636363		5	110	0	134.785	122.53181818181818
2015-09-25												25	575	0	693.7719999999999	120.65599999999999		5	115	0	134.785	117.20434782608694
2015-09-26												25	600	0	693.7719999999999	115.62866666666665		5	120	0	134.785	112.32083333333334
2015-09-27												25	625	0	693.7719999999999	111.00352		5	125	0	134.785	107.82799999999999
2015-09-28												25	650	14.954	708.7259999999999	109.03476923076923		5	130	0	134.785	103.68076923076923
2015-09-29												25	675	14.024	722.7499999999999	107.07407407407405						
2015-09-30												25	700	0	722.7499999999999	103.24999999999997						
2015-10-01	*700	700	335.234	335.234	резерв							25	25	66.716	66.716	266.864		5	5	3.239	3.239	64.77999999999999
2015-10-02	150	850	0	335.234	резерв							25	50	7.953	74.669	149.338		5	10	4.419	7.6579999999999995	76.58
2015-10-03	150	1000	442.393	777.627	резерв							25	75	0	74.669	99.55866666666667		5	15	4.839	12.497	83.31333333333333
2015-10-04	150	1150	110.662	888.289	резерв							25	100	0	74.669	74.669		5	20	3.624	16.121	80.60499999999999
2015-10-05	800	1950	677.431	1565.72		100	100	637.782	637.782	637.782		25	125	23.137	97.806	78.2448		5	25	2.825	18.945999999999998	75.78399999999999
2015-10-06	800	2750	847.297	2413.017		950	1050	921.714	1559.496	148.52342857142858		25	150	17.999	115.80499999999999	77.20333333333332		5	30	4.018	22.964	76.54666666666667
2015-10-07	800	3550	855.312	3268.3289999999997		950	2000	936.756	2496.252	124.8126		25	175	32.478	148.283	84.73314285714285		5	35	4.804	27.768	79.33714285714287
2015-10-08	800	4350	803.901	4072.2299999999996		950	2950	1064.596	3560.848	120.70671186440678		25	200	35.455	183.738	91.869		5	40	6.45	34.218	85.545
2015-10-09	800	5150	741.386	4813.616		950	3900	1000.488	4561.336	116.95733333333334	ТО			33.23	216.968	108.48400000000001		5	45	6.038	40.256	89.45777777777778
2015-10-10	800	5950	842.11	5655.726		950	4850	1034.036	5595.372	115.36849484536083		25	225	33.747	250.71499999999997	111.42888888888889		5	50	1.203	41.459	82.918
2015-10-11	800	6750	778.869	6434.594999999999		950	5800	465.674	6061.046	104.50079310344829		25	250	32.392	283.10699999999997	113.2428		5	55	2.408	43.867000000000004	79.75818181818182
2015-10-12	800	7550	924.971	7359.565999999999		950	6750	1073.672	7134.718000000001	105.69952592592593		25	275	28.022	311.12899999999996	113.13781818181816	ТО			7.558	51.425000000000004	93.5
2015-10-13	800	8350	617.099	7976.664999999999	ТО			285.37	7420.088000000001	109.92722962962964		25	300	31.524	342.65299999999996	114.21766666666666		5	60	4.39	55.815000000000005	93.02500000000002
2015-10-14	800	9150	797.053	8773.717999999999		950	7700	945.08	8365.168000000001	108.63854545454548		25	325	36.519	379.17199999999997	116.66830769230769		5	65	3.591	59.406000000000006	91.39384615384616
2015-10-15	800	9950	979.175	9752.892999999998		950	8650	933.472	9298.640000000001	107.49872832369944		25	350	32.099	411.27099999999996	117.50599999999997		5	70	0.798	60.20400000000001	86.00571428571429
2015-10-16	800	10750	961.737	10714.629999999997		950	9600	963.834	10262.474000000002	106.90077083333335		25	375	39.747	451.018	120.27146666666665		5	75	0.8	61.004000000000005	81.33866666666667
2015-10-17	700	11450	841.376	11556.005999999998		950	10550	838.724	11101.198000000002	105.22462559241707		25	400	26.029	477.04699999999997	119.26174999999999		5	80	4.408	65.412	81.76500000000001
2015-10-18	700	12150	713.191	12269.196999999998		950	11500	983.714	12084.912000000002	105.08619130434784		25	425	32.086	509.133	119.79599999999999		5	85	5.201	70.613	83.07411764705883
2015-10-19	800	12950	848.48	13117.676999999998		950	12450	976.834	13061.746000000003	104.91362248995986		25	450	35.072	544.2049999999999	120.93444444444444		5	90	6.395	77.008	85.56444444444445
2015-10-20	800	13750	818.836	13936.512999999997		950	13400	946.004	14007.750000000004	104.53544776119405		25	475	33.031	577.2359999999999	121.5233684210526		5	95	6.022	83.03	87.4
2015-10-21	800	14550	61.969	13998.481999999996		950	14350	614.532	14622.282000000003	101.89743554006971		25	500	22.541	599.7769999999999	119.95539999999998		5	100	4.784	87.81400000000001	87.81400000000001
2015-10-22	800	15350				150	14500	0	14622.282000000003	100.84332413793105	ТО			30.044	629.8209999999999	125.96419999999999	резерв			3.988	91.802	91.802
2015-10-23					резерв							25	525	33.529	663.3499999999999	126.35238095238093	резерв			1.9969999999999999	93.799	93.799
2015-10-24					резерв							25	550	24.514	687.8639999999999	125.0661818181818	резерв			0	93.799	93.799
2015-10-25					резерв							25	575	29.07	716.934	124.68417391304347	резерв			0	93.799	93.799
2015-10-26					резерв							25	600	17.512	734.4459999999999	122.40766666666664	резерв			0	93.799	93.799
2015-10-27					резерв						резерв			14.005	748.4509999999999	124.7418333333333	резерв			0	93.799	93.799
2015-10-28					резерв						резерв			0	748.4509999999999	124.7418333333333	резерв			0	93.799	93.799
2015-10-29					резерв						резерв			0	748.4509999999999	124.7418333333333	резерв			0	93.799	93.799
2015-10-30					резерв							25	625	0	748.4509999999999	119.75216		5	105	0	93.799	89.33238095238096
2015-10-31					резерв							25	650	0	748.4509999999999	115.14630769230767		5	110	0	93.799	85.27181818181819
2015-11-01	400	400	1258.111	1258.111	резерв			0	0			25	25	80.004	80.004	320.016		5	5	4.804	4.804	96.08000000000001
2015-11-02	600	1000	525.561	1783.672		100	100	434.344	434.344	434.344		25	50	33.785	113.789	227.578		5	10	0.803	5.607	56.07
2015-11-03	850	1850	672.834	2456.506		950	1050	966.9	1401.244	133.45180952380952		25	75	25.986	139.775	186.36666666666667		5	15	4.409	10.016	66.77333333333333
2015-11-04	850	2700	793.949	3250.455		950	2000	960.812	2362.056	118.1028		25	100	39.49	179.26500000000001	179.26500000000001		5	20	4.805	14.821	74.105
2015-11-05	850	3550	871.086	4121.541		950	2950	771.012	3133.068	106.20569491525424		25	125	24.417	203.68200000000002	162.9456		5	25	5.176	19.997	79.988
2015-11-06	850	4400	691.901	4813.442		950	3900	1048.03	4181.098	107.20764102564102		25	150	26.001	229.68300000000002	153.122		5	30	8.023	28.02	93.39999999999999
2015-11-07	850	5250	575.421	5388.863		950	4850	965.7	5146.798	106.11954639175256		25	175	33.629	263.312	150.464		5	35	4.007	32.027	91.50571428571429
2015-11-08	850	6100	923.133	6311.996		950	5800	1039.828	6186.626	106.66596551724139		25	200	42.922	306.23400000000004	153.11700000000002		5	40	1.595	33.622	84.055
2015-11-09	850	6950	876.949	7188.945		950	6750	936.462	7123.088	105.52722962962962		25	225	38.322	344.55600000000004	153.13600000000002		5	45	5.602	39.224000000000004	87.16444444444446
2015-11-10	850	7800	977.814	8166.759		950	7700	964.588	8087.6759999999995	105.03475324675324		25	250	28.007	372.56300000000005	149.0252		5	50	6.379	45.603	91.206
2015-11-11	850	8650	826.771	8993.53	ТО			291.524	8379.199999999999	108.8207792207792		25	275	24.037	396.6	144.21818181818182		5	55	4.786	50.389	91.61636363636364
2015-11-12	850	9500	958.315	9951.845000000001		950	8650	894.97	9274.169999999998	107.21583815028899	ТО			33.506	430.106	156.40218181818182	ТО			6.01	56.399	102.54363636363637
2015-11-13	850	10350	854.007	10805.852		950	9600	846.14	10120.309999999998	105.41989583333331		25	300	40.225	470.331	156.77700000000002		5	60	5.203	61.602000000000004	102.67000000000002
2015-11-14	850	11200	836.408	11642.26		950	10550	1007.206	11127.515999999998	105.47408530805684		25	325	34.181	504.512	155.23446153846155		5	65	4.8	66.402	102.15692307692308
2015-11-15	850	12050	761.334	12403.594000000001		950	11500	1030.782	12158.297999999997	105.72433043478257		25	350	39.655	544.167	155.47628571428572		5	70	4.403	70.805	101.15
2015-11-16	850	12900	878.056	13281.650000000001		950	12450	971.188	13129.485999999997	105.457718875502		25	375	36.002	580.169	154.7117333333333		5	75	7.212	78.01700000000001	104.02266666666668
2015-11-17	900	13800	1012.718	14294.368000000002		950	13400	1043.564	14173.049999999997	105.76902985074625		25	400	31.997	612.1659999999999	153.04149999999998		5	80	2.393	80.41000000000001	100.5125
2015-11-18	900	14700	1002.729	15297.097000000002		950	14350	920.558	15093.607999999997	105.18193728222994		25	425	12.014	624.18	146.86588235294116		5	85	0	80.41000000000001	94.60000000000002
2015-11-19	900	15600	875.333	16172.430000000002		950	15300	1042.352	16135.959999999997	105.46379084967319		25	450	34.304	658.4839999999999	146.32977777777776		5	90	7.202	87.61200000000001	97.34666666666668
2015-11-20	700	16300	476.994	16649.424000000003			16780	651.952	16787.911999999997	100.04715137067936		25	475	30.503	688.987	145.04989473684208		5	95	3.209	90.82100000000001	95.60105263157897
2015-11-21					резерв							25	500	27.515	716.502	143.3004	резерв			1.599	92.42000000000002	97.2842105263158
2015-11-22					резерв							25	525	24.033	740.535	141.0542857142857	резерв			0	92.42000000000002	97.2842105263158
2015-11-23					резерв							25	550	12.003	752.538	136.82509090909093	резерв			0	92.42000000000002	97.2842105263158
2015-11-24					резерв							25	575	3.999	756.537	131.57165217391304	резерв			0	92.42000000000002	97.2842105263158
2015-11-25					резерв							25	600	0	756.537	126.08950000000002	резерв			0	92.42000000000002	97.2842105263158
2015-11-26					резерв							25	625	0	756.537	121.04592000000001	резерв			0	92.42000000000002	97.2842105263158
2015-11-27					резерв						резерв			14.02	770.557	123.28912000000001	резерв			0	92.42000000000002	97.2842105263158
2015-11-28					резерв						резерв			30.035	800.592	128.09472	резерв			3.2	95.62000000000002	100.65263157894739
2015-11-29					резерв						резерв			36.01	836.602	133.85632	резерв			5.226	100.84600000000002	106.15368421052634
2015-11-30					резерв							25	650	14.365	850.967	130.918		5	100	4.424	105.27000000000002	105.27000000000002
2015-12-01	*1900	1900	2049.789	2049.789		400	400	423.792	423.792	105.948		25	25	45.454	45.454	181.816		5	5	2.415	2.415	48.3
2015-12-02	800	2700	587.334	2637.123		950	1350	911.056	1334.848	98.87762962962962		25	50	38.484	83.938	167.876		5	10	3.618	6.0329999999999995	60.33
2015-12-03	800	3500	462.303	3099.426		950	2300	989.684	2324.532	101.06660869565218		25	75	28.505	112.443	149.92399999999998		5	15	4.815	10.847999999999999	72.32
2015-12-04	800	4300	510.012	3609.438		950	3250	956.406	3280.938	100.95193846153848		25	100	33.996	146.439	146.439		5	20	3.193	14.040999999999999	70.205
2015-12-05	800	5100	949.641	4559.079		950	4200	1050.05	4330.988	103.1187619047619		25	125	32.083	178.522	142.8176		5	25	3.589	17.63	70.52
2015-12-06	800	5900	998.473	5557.552		950	5150	1041.168	5372.156	104.31370873786408		25	150	38.561	217.083	144.722		5	30	4.402	22.032	73.44000000000001
2015-12-07	800	6700	776.263	6333.815		950	6100	982.364	6354.52	104.17245901639345		25	175	41.092	258.175	147.52857142857144		5	35	7.172	29.204	83.44
2015-12-08	800	7500	947.19	7281.004999999999		350	6450	787.734	7142.254000000001	110.73262015503877		25	200	42.799	300.974	150.487		5	40	5.98	35.184	87.96
2015-12-09	800	8300	821	8102.004999999999	ТО			282.874	7425.128000000001	115.11826356589148		25	225	37.524	338.498	150.44355555555555		5	45	5.225	40.409	89.79777777777778
2015-12-10	800	9100	605.041	8707.045999999998		950	7400	505.182	7930.31	107.16635135135135	ТО			22.05	360.548	160.24355555555556	ТО			5.624	46.033	102.29555555555557
2015-12-11	800	9900	654.277	9361.322999999999		950	8350	1042.521	8972.831	107.45905389221558		25	250	36.07	396.618	158.6472		5	50	5.234	51.267	102.53400000000002
2015-12-12	800	10700	859.919	10221.241999999998		950	9300	750.744	9723.575	104.55456989247314		25	275	26.013	422.631	153.684		5	55	5.22	56.487	102.70363636363638
2015-12-13	800	11500	871.176	11092.417999999998		950	10250	1040.794	10764.369	105.01823414634146		25	300	30.028	452.659	150.8863333333333		5	60	5.63	62.117000000000004	103.52833333333334
2015-12-14	800	12300	871.251	11963.668999999998		950	11200	718.68	11483.049	102.52722321428571		25	325	34.496	487.155	149.89384615384614		5	65	4.822	66.93900000000001	102.98307692307694
2015-12-15	800	13100	398.336	12362.004999999997		950	12150	960.818	12443.867	102.41865843621399		25	350	37.521	524.6759999999999	149.90742857142857		5	70	2.414	69.35300000000001	99.0757142857143
2015-12-16	800	13900	0	12362.004999999997		250	12400	0	12443.867	100.35376612903227		25	375	38.024	562.6999999999999	150.0533333333333		5	75	4.018	73.37100000000001	97.82800000000002
2015-12-17	800	14700	0	12362.004999999997	ремонт							25	400	40.008	602.708	150.677		5	80	1.075	74.44600000000001	93.05750000000002
2015-12-18	800	15500	0	12362.004999999997	ремонт							25	425	19.506	622.2139999999999	146.40329411764705		5	85	0	74.44600000000001	87.58352941176472
2015-12-19	800	16300	0	12362.004999999997	ремонт							25	450	31.52	653.7339999999999	145.27422222222222		5	90	0	74.44600000000001	82.71777777777778
2015-12-20					ремонт							12	462	21.01	674.7439999999999	146.04848484848483	резерв					
2015-12-21					ремонт						резерв						резерв					
2015-12-22					ремонт						резерв						резерв					
2015-12-23					ремонт						резерв						резерв					
2015-12-24					ремонт						резерв						резерв					
2015-12-25					ремонт						резерв						резерв					
2015-12-26					ремонт						резерв						резерв					
2015-12-27					ремонт						резерв						резерв					
2015-12-28					ремонт						резерв						резерв					
2015-12-29					ремонт						резерв						резерв					
2015-12-30					ремонт						резерв						резерв					
2015-12-31					ремонт						резерв						резерв					
2016-01-01	200	200	1454.763	1454.763	резерв						резерв						резерв					
2016-01-02	130	330	164.75	1619.513	резерв						резерв						резерв					
2016-01-03	130	460	0	1619.513	резерв						резерв						резерв					
2016-01-04	130	590	66.88	1686.393	резерв						резерв						резерв					
2016-01-05	130	720	0	1686.393	резерв						резерв						резерв					
2016-01-06	130	850	210.46	1896.853	резерв						резерв						резерв					
2016-01-07	130	980	51.101	1947.9540000000002	резерв						резерв						резерв					
2016-01-08	130	1110	180.071	2128.025	резерв						резерв						резерв					
2016-01-09	130	1240	21.437	2149.462	резерв						резерв						резерв					
2016-01-10	130	1370	136.284	2285.746	резерв						резерв						резерв					
2016-01-11	130	1500	660.747	2946.493	резерв						резерв			15.036	15.036		резерв					
2016-01-12	700	2200	394.337	3340.83		150	150	0	0			20	20	32.053	47.089	235.445		2.4	2.4	2.401	2.401	100.04166666666667
2016-01-13	700	2900	750.834	4091.6639999999998		900	1050	901.876	901.876	85.89295238095238		20	40	22.012	69.101	172.7525		2.4	4.8	5.979	8.379999999999999	174.58333333333331
2016-01-14	700	3600	689.952	4781.616		900	1950	785.526	1687.402	86.5334358974359		20	60	32.586	101.687	169.47833333333332		2.4	7.199999999999999	6	14.379999999999999	199.72222222222223
2016-01-15	700	4300	415.402	5197.018		900	2850	1040	2727.402	95.69831578947368		20	80	40.053	141.74	177.175		2.4	9.6	7.182	21.561999999999998	224.60416666666669
2016-01-16	700	5000	718.58	5915.598		900	3750	1039.108	3766.51	100.44026666666667		20	100	39.194	180.93400000000003	180.93400000000003		2.4	12	4.814	26.375999999999998	219.79999999999998
2016-01-17	700	5700	891.167	6806.765		900	4650	973.172	4739.682000000001	101.92864516129035		20	120	35.013	215.94700000000003	179.95583333333337		2.4	14.4	6.825	33.201	230.5625
2016-01-18	700	6400	667.215	7473.9800000000005		900	5550	281.592	5021.274	90.47340540540542		20	140	35.81	251.75700000000003	179.82642857142858		2.4	16.8	6.806	40.007	238.13690476190473
2016-01-19	700	7100	503.478	7977.4580000000005	ТО			722.834	5744.108	103.49744144144144		20	160	30.072	281.829	176.143125		2.4	19.2	8.122	48.129	250.671875
2016-01-20	700	7800	464.478	8441.936		950	6500	806.868	6550.976000000001	100.78424615384615		20	180	36.081	317.91	176.61666666666667		2.4	21.599999999999998	8.652	56.781	262.875
2016-01-21	700	8500	436.123	8703.266		950	7450	1048.746	7599.722000000001	102.0096912751678		20	200	32.002	349.91200000000003	174.95600000000002		2.4	23.999999999999996	3.53	60.311	251.29583333333335
2016-01-22	700	9200	676.806	9380.072		950	8400	842.994	8442.716	100.50852380952382		20	220	44.012	393.92400000000004	179.05636363636367		2.4	26.399999999999995	4.777	65.088	246.5454545454546
2016-01-23	700	9900	890.046	10270.118		950	9350	1021.656	9464.372	101.22322994652406		20	240	34.019	427.94300000000004	178.30958333333336		2.4	28.799999999999994	5.99	71.07799999999999	246.79861111111111
2016-01-24	700	10600	841.384	11111.502		950	10300	955.616	10419.988	101.16493203883495		20	260	34.527	462.47	177.87307692307692		2.4	31.199999999999992	3.618	74.69599999999998	239.41025641025644
2016-01-25	700	11300	809.905	11921.407000000001		950	11250	998.752	11418.74	101.49991111111112		20	280	31.01	493.48	176.24285714285713		2.4	33.599999999999994	0.802	75.49799999999999	224.69642857142858
2016-01-26	700	12000	590.922	12512.329000000002		950	12200	159.732	11578.472	94.90550819672131		20	300	33.398	526.878	175.626	ТО			3.569	79.067	235.31845238095238
2016-01-27	700	12700	610.708	13123.037000000002		300	12500	821.232	12399.704	99.197632		20	320	32.039	558.917	174.6615625		2.4	35.99999999999999	3.583	82.64999999999999	229.58333333333334
2016-01-28			420.16	13543.197000000002		900	13400	990.926	13390.63	99.93007462686566	ТО			41.287	600.2040000000001	187.56375000000003		2.4	38.39999999999999	2.403	85.053	221.49218750000003
2016-01-29			9.716	13552.913000000002	резерв			19.594	13410.223999999998	100.07629850746267		20	340	42.034	642.238	188.89352941176472		2.4	40.79999999999999	6.42	91.473	224.19852941176478
2016-01-30			219.952	13772.865000000002	резерв							30	370	42.051	684.2890000000001	184.942972972973		2.2	42.99999999999999	6.014	97.487	226.7139534883721
2016-01-31			54.545	13827.410000000002	резерв							30	400	34.245	718.5340000000001	179.63350000000003		2	44.99999999999999	5.193	102.67999999999999	228.1777777777778
2016-02-01	200	200	776.048	776.048	ТО							26	26	24.018	24.018	92.37692307692308		3.3	3.3	5.197	5.197	157.4848484848485
2016-02-02	130	330	548.869	1324.917		950.0	950	990.002	990.002	104.21073684210526		26	52	34.036	58.054	111.6423076923077		3.3	6.6	5.632	10.829	164.0757575757576
2016-02-03	130	460	684.423	2009.34		950.0	1900	935.256	1925.2579999999998	101.32936842105262		26	78	34.179	92.233	118.24743589743589		3.3	9.899999999999999	6.417	17.246000000000002	174.20202020202024
2016-02-04	130	590	716.662	2726.002		950.0	2850	974.432	2899.6899999999996	101.74350877192981		26	104	32.007	124.24000000000001	119.46153846153847	ТО			6.015	23.261000000000003	234.95959595959604
2016-02-05	130	720	562.174	3288.176		950.0	3800	529.128	3428.8179999999998	90.23205263157894		26	130	36.874	161.114	123.93384615384615		3.4	13.299999999999999	4.425	27.686000000000003	208.16541353383462
2016-02-06	700	1420	558.792	3846.968		500.0	4300	0	3428.8179999999998	79.73995348837208		26	156	46.53	207.644	133.1051282051282		3.4	16.7	4.011	31.697000000000003	189.80239520958088
2016-02-07	700	2120	403.01	4249.978				0	3428.8179999999998	79.73995348837208		26	182	30.021	237.66500000000002	130.58516483516485		3.4	20.099999999999998	6.044	37.741	187.7661691542289
2016-02-08	700	2820	536.131	4786.109	ТО			52.036	3480.854	80.9500930232558		26	208	41.453	279.11800000000005	134.19134615384618		3.4	23.499999999999996	4.794	42.535	181
2016-02-09	700	3520	263.926	5050.035000000001		950.0	5250	1011.445	4485.631	85.44059047619048		26	234	43.654	322.77200000000005	137.93675213675215		3.4	26.899999999999995	7.583	50.117999999999995	186.31226765799258
2016-02-10	700	4220	246.779	5296.814		950.0	6200	969.51	5455.1410000000005	87.98614516129032		26	260	39.703	362.475	139.41346153846155		3.4	30.299999999999994	4.353	54.471	179.7722772277228
2016-02-11	700	4920	383.271	5680.085		950.0	7150	977.778	6432.919000000001	89.97089510489512	ТО			35.783	398.25800000000004	153.17615384615385		3.4	33.699999999999996	4.801	59.272	175.88130563798222
2016-02-12	700	5620	191.192	5871.277				0	6432.919000000001	89.97089510489512		26	286	34.023	432.28100000000006	151.14720279720282		3.4	37.099999999999994	4.404	63.676	171.633423180593
2016-02-13	700	6320	625.733	6497.01				0	6432.919000000001	89.97089510489512		26	312	32.015	464.29600000000005	148.8128205128205		3.4	40.49999999999999	7.985	71.661	176.94074074074078
2016-02-14	700	7020	465.214	6962.224				0	6432.919000000001	89.97089510489512		26	338	34.049	498.345	147.43934911242604		3.3	43.79999999999999	8.368	80.029	182.71461187214615
2016-02-15	800	7820	338.323	7300.5470000000005	ТО			71.486	6504.405000000001	90.97069930069931		26	364	28.017	526.3620000000001	144.6049450549451		3.3	47.09999999999999	4.339	84.368	179.12526539278136
2016-02-16	800	8620	847.579	8148.126		950.0	8100	1007.416	7511.821000000001	92.73853086419754		26	390	22.518	548.8800000000001	140.73846153846156		3.3	50.399999999999984	4.013	88.381	175.35912698412704
2016-02-17	800	9420	966.968	9115.094000000001		950.0	9050	1044.2	8556.021	94.5416685082873		26	416	40.073	588.9530000000001	141.5752403846154		3.3	53.69999999999998	1.189	89.57	166.79702048417138
2016-02-18	800	10220	588.658	9703.752		950.0	10000	965.41	9521.431	95.21431		26	442	34.981	623.9340000000001	141.16153846153847	ТО			3.192	92.762	172.74115456238368
2016-02-19	800	11020	280.057	9983.809000000001		950.0	10950	1016.006	10537.437	96.23230136986301		26	468	13.014	636.9480000000001	136.10000000000002		3.3	56.99999999999998	5.614	98.376	172.58947368421062
2016-02-20	800	11820	205.467	10189.276000000002	ТО	200.0	11150	6.668	10544.105	94.56596412556053		26	494	18.003	654.9510000000001	132.58117408906884		3.3	60.299999999999976	4.819	103.19500000000001	171.13598673300174
2016-02-21	200	12020	78.982	10268.258000000002				0	10544.105			26	520	14.01	668.9610000000001	128.64634615384617		3.3	63.59999999999997	1.9809999999999999	105.176	165.37106918239002
2016-02-22	200	12220	263.427	10531.685000000001				0	10544.105			26	546	0	668.9610000000001	122.52032967032969		3.3	66.89999999999998	0	105.176	157.21375186846046
2016-02-23	200	12420	645.04	11176.725000000002				0	10544.105			26	572	0	668.9610000000001	116.9512237762238		3.3	70.19999999999997	0	105.176	149.8233618233619
2016-02-24	200	12620	545.035	11721.760000000002		650.0	11800	0	10544.105	89.3568220338983		26	598	0	668.9610000000001	111.86638795986623		3.3	73.49999999999997	0	105.176	143.09659863945583
2016-02-25	200	12820	247.707	11969.467000000002		950.0	12750	0	10544.105	82.69886274509804	ТО			0	668.9610000000001	111.86638795986623		3.3	76.79999999999997	0.803	105.979	137.9934895833334
2016-02-26	300	13120	319.909	12289.376000000002		250.0	13000	0	10544.105	81.10849999999999		26	624	18.003	686.9640000000002	110.09038461538465		3.3	80.09999999999997	1.599	107.578	134.3046192259676
2016-02-27			309.592	12598.968000000003								26	650	24.005	710.9690000000002	109.37984615384617		3.3	83.39999999999996	4.406	111.98400000000001	134.27338129496408
2016-02-28			313.164	12912.132000000003								26	676	35.662	746.6310000000002	110.44837278106512		3.3	86.69999999999996	4.397	116.38100000000001	134.23414071510967
2016-02-29			210.339	13122.471000000003	ТО							24	700	22.194	768.8250000000002	109.83214285714288		3.3	89.99999999999996	1.998	118.37900000000002	131.5322222222223
2016-03-01	3500	3500	457.014	457.014		950.0	950	944.952	944.952	99.46863157894737		25.0	20	50.031	50.031	250.155		3.0	3	7.206	7.206	240.20000000000002
2016-03-02	300	3800	320.205	777.219		950.0	1900	1037.602	1982.554	104.34494736842106		25.0	45	39.031	89.062	197.91555555555556		3.0	6	4.812	12.018	200.3
2016-03-03	300	4100	233.295	1010.514		950.0	2850	900.78	2883.334	101.1696140350877		25.0	70	32.076	121.138	173.05428571428573	ТО	1.0	7	6.836	18.854	269.34285714285716
2016-03-04	300	4400	619.535	1630.049		950.0	3800	1056.002	3939.336	103.66673684210525		25.0	95	26.563	147.701	155.47473684210527		3.0	10	6.796	25.65	256.5
