Дата	Характерный день	Торговый час	Характерный час	График ППП, МВтч	"Объем Торгового графика (скорректированное плановое почасовое потребление) МВт*час"	Объем покупки МВт*час	В т.ч. потери, отнесенные к объему покупки	Фактическое собственное потребление, МВтч	Покупка (+) / Продажа (-) на БР (BR+/-), МВтч	Объем покупки на БР (BR+), МВтч	Объем продажи на БР (BR-), МВтч
04.07.2016	рабочий день	15	пик	0	0	0	0	0,838	0	0	0
04.07.2016	рабочий день	16	полупик	0	0	0	0	0,847	0	0	0
04.07.2016	рабочий день	17	полупик	0	0	0	0	0,982	0	0	0
04.07.2016	рабочий день	18	полупик	0	0	0	0	0,943	0	0	0
04.07.2016	рабочий день	19	полупик	0	0	0	0	1,161	0	0	0
04.07.2016	рабочий день	20	полупик	0	0	0	0	2,134	0	0	0
04.07.2016	рабочий день	21	полупик	0	0	0	0	2,524	0	0	0
04.07.2016	рабочий день	22	полупик	0	0	0	0	2,514	0	0	0
04.07.2016	рабочий день	23	минимум	0	0	0	0	2,503	0	0	0
05.07.2016	рабочий день	0	минимум	0	0	0	0	2,501	0	0	0
05.07.2016	рабочий день	1	минимум	0	0	0	0	2,487	0	0	0
05.07.2016	рабочий день	2	минимум	0	0	0	0	2,491	0	0	0
05.07.2016	рабочий день	3	минимум	0	0	0	0	2,488	0	0	0
05.07.2016	рабочий день	4	минимум	0	0	0	0	2,512	0	0	0
05.07.2016	рабочий день	5	минимум	0	0	0	0	2,511	0	0	0
05.07.2016	рабочий день	6	минимум	0	0	0	0	2,554	0	0	0
05.07.2016	рабочий день	7	полупик	0	0	0	0	2,572	0	0	0
05.07.2016	рабочий день	8	пик	0	0	0	0	2,766	0	0	0
05.07.2016	рабочий день	9	пик	0	0	0	0	2,825	0	0	0
05.07.2016	рабочий день	10	пик	0	0	0	0	2,797	0	0	0
05.07.2016	рабочий день	11	пик	0	0	0	0	2,821	0	0	0
05.07.2016	рабочий день	12	пик	0	0	0	0	1,937	0	0	0
05.07.2016	рабочий день	13	пик	0	0	0	0	2,798	0	0	0
05.07.2016	рабочий день	14	пик	0	0	0	0	2,812	0	0	0
05.07.2016	рабочий день	15	пик	0	0	0	0	2,8	0	0	0
05.07.2016	рабочий день	16	полупик	0	0	0	0	2,794	0	0	0
05.07.2016	рабочий день	17	полупик	0	0	0	0	2,786	0	0	0
05.07.2016	рабочий день	18	полупик	0	0	0	0	2,793	0	0	0
05.07.2016	рабочий день	19	полупик	0	0	0	0	2,791	0	0	0
05.07.2016	рабочий день	20	полупик	0	0	0	0	2,803	0	0	0
05.07.2016	рабочий день	21	полупик	0	0	0	0	2,831	0	0	0
05.07.2016	рабочий день	22	полупик	0	0	0	0	2,841	0	0	0
05.07.2016	рабочий день	23	минимум	0	0	0	0	2,839	0	0	0
06.07.2016	рабочий день	0	минимум	0	0	0	0	2,821	0	0	0
06.07.2016	рабочий день	1	минимум	0	0	0	0	2,839	0	0	0
06.07.2016	рабочий день	2	минимум	0	0	0	0	2,829	0	0	0
06.07.2016	рабочий день	3	минимум	0	0	0	0	2,84	0	0	0
06.07.2016	рабочий день	4	минимум	0	0	0	0	2,872	0	0	0
06.07.2016	рабочий день	5	минимум	0	0	0	0	2,862	0	0	0
06.07.2016	рабочий день	6	минимум	0	0	0	0	2,856	0	0	0
06.07.2016	рабочий день	7	полупик	0	0	0	0	2,834	0	0	0
06.07.2016	рабочий день	8	пик	0	0	0	0	2,803	0	0	0
06.07.2016	рабочий день	9	пик	0	0	0	0	2,889	0	0	0
06.07.2016	рабочий день	10	пик	0	0	0	0	2,075	0	0	0
06.07.2016	рабочий день	11	пик	0	0	0	0	1,21	0	0	0
06.07.2016	рабочий день	12	пик	0	0	0	0	1,268	0	0	0
06.07.2016	рабочий день	13	пик	0	0	0	0	1,048	0	0	0
06.07.2016	рабочий день	14	пик	0	0	0	0	0,865	0	0	0
06.07.2016	рабочий день	15	пик	0	0	0	0	1,058	0	0	0
06.07.2016	рабочий день	16	полупик	0	0	0	0	1,172	0	0	0
06.07.2016	рабочий день	17	полупик	0	0	0	0	1,494	0	0	0
06.07.2016	рабочий день	18	полупик	0	0	0	0	1,607	0	0	0
06.07.2016	рабочий день	19	полупик	0	0	0	0	1,681	0	0	0
06.07.2016	рабочий день	20	полупик	0	0	0	0	2,3	0	0	0
06.07.2016	рабочий день	21	полупик	0	0	0	0	2,742	0	0	0
06.07.2016	рабочий день	22	полупик	0	0	0	0	2,685	0	0	0
06.07.2016	рабочий день	23	минимум	0	0	0	0	2,748	0	0	0
07.07.2016	рабочий день	0	минимум	0	0	0	0	2,94	0	0	0
07.07.2016	рабочий день	1	минимум	0	0	0	0	2,89	0	0	0
07.07.2016	рабочий день	2	минимум	0	0	0	0	2,933	0	0	0
07.07.2016	рабочий день	3	минимум	0	0	0	0	2,945	0	0	0
07.07.2016	рабочий день	4	минимум	0	0	0	0	2,94	0	0	0
07.07.2016	рабочий день	5	минимум	0	0	0	0	2,953	0	0	0
07.07.2016	рабочий день	6	минимум	0	0	0	0	3,002	0	0	0
07.07.2016	рабочий день	7	полупик	0	0	0	0	2,962	0	0	0
07.07.2016	рабочий день	8	пик	0	0	0	0	2,97	0	0	0
07.07.2016	рабочий день	9	пик	0	0	0	0	2,972	0	0	0
07.07.2016	рабочий день	10	пик	0	0	0	0	2,967	0	0	0
07.07.2016	рабочий день	11	пик	0	0	0	0	2,314	0	0	0
07.07.2016	рабочий день	12	пик	0	0	0	0	2,328	0	0	0
07.07.2016	рабочий день	13	пик	0	0	0	0	2,466	0	0	0
07.07.2016	рабочий день	14	пик	0	0	0	0	2,859	0	0	0
07.07.2016	рабочий день	15	пик	0	0	0	0	2,757	0	0	0
07.07.2016	рабочий день	16	полупик	0	0	0	0	2,642	0	0	0
07.07.2016	рабочий день	17	полупик	0	0	0	0	2,831	0	0	0
07.07.2016	рабочий день	18	полупик	0	0	0	0	2,799	0	0	0
07.07.2016	рабочий день	19	полупик	0	0	0	0	2,908	0	0	0
07.07.2016	рабочий день	20	полупик	0	0	0	0	2,615	0	0	0
07.07.2016	рабочий день	21	полупик	0	0	0	0	2,713	0	0	0
07.07.2016	рабочий день	22	полупик	0	0	0	0	2,827	0	0	0
07.07.2016	рабочий день	23	минимум	0	0	0	0	2,822	0	0	0
08.07.2016	рабочий день	0	минимум	0	0	0	0	2,858	0	0	0
08.07.2016	рабочий день	1	минимум	0	0	0	0	2,936	0	0	0
08.07.2016	рабочий день	2	минимум	0	0	0	0	2,638	0	0	0
08.07.2016	рабочий день	3	минимум	0	0	0	0	2,852	0	0	0
08.07.2016	рабочий день	4	минимум	0	0	0	0	2,891	0	0	0
08.07.2016	рабочий день	5	минимум	0	0	0	0	2,872	0	0	0
08.07.2016	рабочий день	6	минимум	0	0	0	0	2,866	0	0	0
08.07.2016	рабочий день	7	полупик	0	0	0	0	2,88	0	0	0
08.07.2016	рабочий день	8	пик	0	0	0	0	2,845	0	0	0
08.07.2016	рабочий день	9	пик	0	0	0	0	2,851	0	0	0
08.07.2016	рабочий день	10	пик	0	0	0	0	2,717	0	0	0
08.07.2016	рабочий день	11	пик	0	0	0	0	2,85	0	0	0
08.07.2016	рабочий день	12	пик	0	0	0	0	2,885	0	0	0
08.07.2016	рабочий день	13	пик	0	0	0	0	2,902	0	0	0
08.07.2016	рабочий день	14	пик	0	0	0	0	2,878	0	0	0
08.07.2016	рабочий день	15	пик	0	0	0	0	2,868	0	0	0
08.07.2016	рабочий день	16	полупик	0	0	0	0	2,866	0	0	0
08.07.2016	рабочий день	17	полупик	0	0	0	0	2,849	0	0	0
08.07.2016	рабочий день	18	полупик	0	0	0	0	2,837	0	0	0
08.07.2016	рабочий день	19	полупик	0	0	0	0	2,869	0	0	0
08.07.2016	рабочий день	20	полупик	0	0	0	0	2,913	0	0	0
08.07.2016	рабочий день	21	полупик	0	0	0	0	2,933	0	0	0
08.07.2016	рабочий день	22	полупик	0	0	0	0	2,882	0	0	0
08.07.2016	рабочий день	23	минимум	0	0	0	0	2,84	0	0	0
09.07.2016	выходной	0	минимум	0	0	0	0	2,843	0	0	0
09.07.2016	выходной	1	минимум	0	0	0	0	2,92	0	0	0
09.07.2016	выходной	2	минимум	0	0	0	0	2,147	0	0	0
09.07.2016	выходной	3	минимум	0	0	0	0	1,966	0	0	0
09.07.2016	выходной	4	минимум	0	0	0	0	1,607	0	0	0
09.07.2016	выходной	5	минимум	0	0	0	0	2,786	0	0	0
09.07.2016	выходной	6	минимум	0	0	0	0	1,425	0	0	0
09.07.2016	выходной	7	минимум	0	0	0	0	1,23	0	0	0
09.07.2016	выходной	8	полупик	0	0	0	0	1,09	0	0	0
09.07.2016	выходной	9	полупик	0	0	0	0	0,915	0	0	0
09.07.2016	выходной	10	полупик	0	0	0	0	0,787	0	0	0
09.07.2016	выходной	11	полупик	0	0	0	0	0,764	0	0	0
09.07.2016	выходной	12	полупик	0	0	0	0	0,793	0	0	0
09.07.2016	выходной	13	полупик	0	0	0	0	0,762	0	0	0
09.07.2016	выходной	14	полупик	0	0	0	0	0,727	0	0	0
09.07.2016	выходной	15	полупик	0	0	0	0	0,71	0	0	0
09.07.2016	выходной	16	полупик	0	0	0	0	0,734	0	0	0
09.07.2016	выходной	17	полупик	0	0	0	0	0,711	0	0	0
09.07.2016	выходной	18	полупик	0	0	0	0	0,7	0	0	0
09.07.2016	выходной	19	полупик	0	0	0	0	0,731	0	0	0
09.07.2016	выходной	20	полупик	0	0	0	0	0,737	0	0	0
09.07.2016	выходной	21	полупик	0	0	0	0	0,73	0	0	0
09.07.2016	выходной	22	полупик	0	0	0	0	0,781	0	0	0
09.07.2016	выходной	23	полупик	0	0	0	0	0,729	0	0	0
10.07.2016	выходной	0	минимум	0	0	0	0	0,743	0	0	0
10.07.2016	выходной	1	минимум	0	0	0	0	0,675	0	0	0
10.07.2016	выходной	2	минимум	0	0	0	0	0,583	0	0	0
10.07.2016	выходной	3	минимум	0	0	0	0	0,623	0	0	0
10.07.2016	выходной	4	минимум	0	0	0	0	0,682	0	0	0
10.07.2016	выходной	5	минимум	0	0	0	0	0,696	0	0	0
10.07.2016	выходной	6	минимум	0	0	0	0	0,756	0	0	0
10.07.2016	выходной	7	минимум	0	0	0	0	0,602	0	0	0
10.07.2016	выходной	8	полупик	0	0	0	0	0,482	0	0	0
10.07.2016	выходной	9	полупик	0	0	0	0	0,621	0	0	0
10.07.2016	выходной	10	полупик	0	0	0	0	0,635	0	0	0
10.07.2016	выходной	11	полупик	0	0	0	0	0,475	0	0	0
10.07.2016	выходной	12	полупик	0	0	0	0	0,313	0	0	0
10.07.2016	выходной	13	полупик	0	0	0	0	0,471	0	0	0
10.07.2016	выходной	14	полупик	0	0	0	0	0,443	0	0	0
10.07.2016	выходной	15	полупик	0	0	0	0	0,454	0	0	0
10.07.2016	выходной	16	полупик	0	0	0	0	0,491	0	0	0
10.07.2016	выходной	17	полупик	0	0	0	0	0,511	0	0	0
10.07.2016	выходной	18	полупик	0	0	0	0	0,537	0	0	0
10.07.2016	выходной	19	полупик	0	0	0	0	0,676	0	0	0
10.07.2016	выходной	20	полупик	0	0	0	0	0,774	0	0	0
10.07.2016	выходной	21	полупик	0	0	0	0	0,798	0	0	0
10.07.2016	выходной	22	полупик	0	0	0	0	0,612	0	0	0
10.07.2016	выходной	23	полупик	0	0	0	0	0,576	0	0	0
11.07.2016	рабочий день	0	минимум	0	0	0	0	0,56	0	0	0
11.07.2016	рабочий день	1	минимум	0	0	0	0	0,514	0	0	0
11.07.2016	рабочий день	2	минимум	0	0	0	0	0,255	0	0	0
11.07.2016	рабочий день	3	минимум	0	0	0	0	0,259	0	0	0
11.07.2016	рабочий день	4	минимум	0	0	0	0	0,271	0	0	0
11.07.2016	рабочий день	5	минимум	0	0	0	0	0,291	0	0	0
11.07.2016	рабочий день	6	минимум	0	0	0	0	0,431	0	0	0
11.07.2016	рабочий день	7	полупик	0	0	0	0	0,578	0	0	0
11.07.2016	рабочий день	8	пик	0	0	0	0	0,624	0	0	0
11.07.2016	рабочий день	9	пик	0	0	0	0	0,626	0	0	0
11.07.2016	рабочий день	10	пик	0	0	0	0	0,632	0	0	0
11.07.2016	рабочий день	11	пик	0	0	0	0	0,629	0	0	0
11.07.2016	рабочий день	12	пик	0	0	0	0	0,642	0	0	0
11.07.2016	рабочий день	13	пик	0	0	0	0	0,794	0	0	0
11.07.2016	рабочий день	14	пик	0	0	0	0	0,729	0	0	0
11.07.2016	рабочий день	15	пик	0	0	0	0	0,837	0	0	0
11.07.2016	рабочий день	16	полупик	0	0	0	0	1,108	0	0	0
11.07.2016	рабочий день	17	полупик	0	0	0	0	1,144	0	0	0
11.07.2016	рабочий день	18	полупик	0	0	0	0	1,095	0	0	0
11.07.2016	рабочий день	19	полупик	0	0	0	0	1,414	0	0	0
11.07.2016	рабочий день	20	полупик	0	0	0	0	1,468	0	0	0
11.07.2016	рабочий день	21	полупик	0	0	0	0	2,223	0	0	0
11.07.2016	рабочий день	22	полупик	0	0	0	0	2,769	0	0	0
11.07.2016	рабочий день	23	минимум	0	0	0	0	2,843	0	0	0
12.07.2016	рабочий день	0	минимум	0	0	0	0	2,966	0	0	0
12.07.2016	рабочий день	1	минимум	0	0	0	0	3,039	0	0	0
12.07.2016	рабочий день	2	минимум	0	0	0	0	2,964	0	0	0
12.07.2016	рабочий день	3	минимум	0	0	0	0	3,058	0	0	0
12.07.2016	рабочий день	4	минимум	0	0	0	0	2,791	0	0	0
12.07.2016	рабочий день	5	минимум	0	0	0	0	2,887	0	0	0
12.07.2016	рабочий день	6	минимум	0	0	0	0	3,026	0	0	0
12.07.2016	рабочий день	7	полупик	0	0	0	0	3,066	0	0	0
12.07.2016	рабочий день	8	пик	0	0	0	0	2,945	0	0	0
12.07.2016	рабочий день	9	пик	0	0	0	0	2,977	0	0	0
12.07.2016	рабочий день	10	пик	0	0	0	0	2,738	0	0	0
12.07.2016	рабочий день	11	пик	0	0	0	0	2,974	0	0	0
12.07.2016	рабочий день	12	пик	0	0	0	0	2,842	0	0	0
12.07.2016	рабочий день	13	пик	0	0	0	0	3,02	0	0	0
12.07.2016	рабочий день	14	пик	0	0	0	0	2,944	0	0	0
12.07.2016	рабочий день	15	пик	0	0	0	0	2,883	0	0	0
12.07.2016	рабочий день	16	полупик	0	0	0	0	2,887	0	0	0
12.07.2016	рабочий день	17	полупик	0	0	0	0	2,894	0	0	0
12.07.2016	рабочий день	18	полупик	0	0	0	0	2,875	0	0	0
12.07.2016	рабочий день	19	полупик	0	0	0	0	2,858	0	0	0
12.07.2016	рабочий день	20	полупик	0	0	0	0	2,851	0	0	0
12.07.2016	рабочий день	21	полупик	0	0	0	0	2,94	0	0	0
12.07.2016	рабочий день	22	полупик	0	0	0	0	2,795	0	0	0
12.07.2016	рабочий день	23	минимум	0	0	0	0	2,867	0	0	0
13.07.2016	рабочий день	0	минимум	0	0	0	0	2,918	0	0	0
13.07.2016	рабочий день	1	минимум	0	0	0	0	2,849	0	0	0
13.07.2016	рабочий день	2	минимум	0	0	0	0	2,807	0	0	0
13.07.2016	рабочий день	3	минимум	0	0	0	0	2,667	0	0	0
13.07.2016	рабочий день	4	минимум	0	0	0	0	2,695	0	0	0
13.07.2016	рабочий день	5	минимум	0	0	0	0	2,833	0	0	0
13.07.2016	рабочий день	6	минимум	0	0	0	0	2,835	0	0	0
13.07.2016	рабочий день	7	полупик	0	0	0	0	2,992	0	0	0
13.07.2016	рабочий день	8	пик	0	0	0	0	3,066	0	0	0
13.07.2016	рабочий день	9	пик	0	0	0	0	3,161	0	0	0
13.07.2016	рабочий день	10	пик	0	0	0	0	3,137	0	0	0
13.07.2016	рабочий день	11	пик	0	0	0	0	3,158	0	0	0
13.07.2016	рабочий день	12	пик	0	0	0	0	2,915	0	0	0
13.07.2016	рабочий день	13	пик	0	0	0	0	3,115	0	0	0
13.07.2016	рабочий день	14	пик	0	0	0	0	2,856	0	0	0
13.07.2016	рабочий день	15	пик	0	0	0	0	3,121	0	0	0
13.07.2016	рабочий день	16	полупик	0	0	0	0	3,153	0	0	0
13.07.2016	рабочий день	17	полупик	0	0	0	0	3,128	0	0	0
13.07.2016	рабочий день	18	полупик	0	0	0	0	3,101	0	0	0
13.07.2016	рабочий день	19	полупик	0	0	0	0	2,977	0	0	0
13.07.2016	рабочий день	20	полупик	0	0	0	0	2,982	0	0	0
13.07.2016	рабочий день	21	полупик	0	0	0	0	2,803	0	0	0
13.07.2016	рабочий день	22	полупик	0	0	0	0	2,911	0	0	0
13.07.2016	рабочий день	23	минимум	0	0	0	0	2,866	0	0	0
14.07.2016	рабочий день	0	минимум	0	0	0	0	2,95	0	0	0
14.07.2016	рабочий день	1	минимум	0	0	0	0	2,937	0	0	0
14.07.2016	рабочий день	2	минимум	0	0	0	0	2,883	0	0	0
14.07.2016	рабочий день	3	минимум	0	0	0	0	2,916	0	0	0
14.07.2016	рабочий день	4	минимум	0	0	0	0	2,876	0	0	0
14.07.2016	рабочий день	5	минимум	0	0	0	0	2,902	0	0	0
14.07.2016	рабочий день	6	минимум	0	0	0	0	2,813	0	0	0
14.07.2016	рабочий день	7	полупик	0	0	0	0	2,107	0	0	0
14.07.2016	рабочий день	8	пик	0	0	0	0	1,453	0	0	0
14.07.2016	рабочий день	9	пик	0	0	0	0	2,792	0	0	0
14.07.2016	рабочий день	10	пик	0	0	0	0	2,697	0	0	0
14.07.2016	рабочий день	11	пик	0	0	0	0	2,765	0	0	0
14.07.2016	рабочий день	12	пик	0	0	0	0	3,051	0	0	0
14.07.2016	рабочий день	13	пик	0	0	0	0	3,085	0	0	0
14.07.2016	рабочий день	14	пик	0	0	0	0	3,067	0	0	0
14.07.2016	рабочий день	15	пик	0	0	0	0	3,049	0	0	0
14.07.2016	рабочий день	16	полупик	0	0	0	0	3,015	0	0	0
14.07.2016	рабочий день	17	полупик	0	0	0	0	2,983	0	0	0
14.07.2016	рабочий день	18	полупик	0	0	0	0	2,982	0	0	0
14.07.2016	рабочий день	19	полупик	0	0	0	0	3,049	0	0	0
14.07.2016	рабочий день	20	полупик	0	0	0	0	3,066	0	0	0
14.07.2016	рабочий день	21	полупик	0	0	0	0	2,963	0	0	0
14.07.2016	рабочий день	22	полупик	0	0	0	0	2,943	0	0	0
14.07.2016	рабочий день	23	минимум	0	0	0	0	2,944	0	0	0
15.07.2016	рабочий день	0	минимум	0	0	0	0	2,946	0	0	0
15.07.2016	рабочий день	1	минимум	0	0	0	0	2,966	0	0	0
15.07.2016	рабочий день	2	минимум	0	0	0	0	2,952	0	0	0
15.07.2016	рабочий день	3	минимум	0	0	0	0	2,929	0	0	0
15.07.2016	рабочий день	4	минимум	0	0	0	0	2,97	0	0	0
15.07.2016	рабочий день	5	минимум	0	0	0	0	3,006	0	0	0
15.07.2016	рабочий день	6	минимум	0	0	0	0	3,05	0	0	0
15.07.2016	рабочий день	7	полупик	0	0	0	0	3,07	0	0	0
15.07.2016	рабочий день	8	пик	0	0	0	0	3,035	0	0	0
15.07.2016	рабочий день	9	пик	0	0	0	0	3,072	0	0	0
15.07.2016	рабочий день	10	пик	0	0	0	0	3,093	0	0	0
15.07.2016	рабочий день	11	пик	0	0	0	0	3,018	0	0	0
15.07.2016	рабочий день	12	пик	0	0	0	0	3,01	0	0	0
15.07.2016	рабочий день	13	пик	0	0	0	0	2,942	0	0	0
15.07.2016	рабочий день	14	пик	0	0	0	0	2,831	0	0	0
15.07.2016	рабочий день	15	пик	0	0	0	0	2,742	0	0	0
15.07.2016	рабочий день	16	полупик	0	0	0	0	3	0	0	0
15.07.2016	рабочий день	17	полупик	0	0	0	0	3,042	0	0	0
15.07.2016	рабочий день	18	полупик	0	0	0	0	3,027	0	0	0
15.07.2016	рабочий день	19	полупик	0	0	0	0	3,151	0	0	0
15.07.2016	рабочий день	20	полупик	0	0	0	0	3,09	0	0	0
15.07.2016	рабочий день	21	полупик	0	0	0	0	2,957	0	0	0
15.07.2016	рабочий день	22	полупик	0	0	0	0	3,084	0	0	0
15.07.2016	рабочий день	23	минимум	0	0	0	0	3,084	0	0	0
16.07.2016	выходной	0	минимум	0	0	0	0	3,018	0	0	0
16.07.2016	выходной	1	минимум	0	0	0	0	3,096	0	0	0
16.07.2016	выходной	2	минимум	0	0	0	0	3,057	0	0	0
16.07.2016	выходной	3	минимум	0	0	0	0	2,962	0	0	0
16.07.2016	выходной	4	минимум	0	0	0	0	2,964	0	0	0
16.07.2016	выходной	5	минимум	0	0	0	0	3,093	0	0	0
16.07.2016	выходной	6	минимум	0	0	0	0	2,874	0	0	0
16.07.2016	выходной	7	минимум	0	0	0	0	2,974	0	0	0
16.07.2016	выходной	8	полупик	0	0	0	0	2,97	0	0	0
16.07.2016	выходной	9	полупик	0	0	0	0	3,014	0	0	0
16.07.2016	выходной	10	полупик	0	0	0	0	3,005	0	0	0
16.07.2016	выходной	11	полупик	0	0	0	0	2,243	0	0	0
16.07.2016	выходной	12	полупик	0	0	0	0	1,083	0	0	0
16.07.2016	выходной	13	полупик	0	0	0	0	0,799	0	0	0
16.07.2016	выходной	14	полупик	0	0	0	0	0,686	0	0	0
16.07.2016	выходной	15	полупик	0	0	0	0	0,695	0	0	0
16.07.2016	выходной	16	полупик	0	0	0	0	0,665	0	0	0
16.07.2016	выходной	17	полупик	0	0	0	0	0,594	0	0	0
16.07.2016	выходной	18	полупик	0	0	0	0	0,488	0	0	0
16.07.2016	выходной	19	полупик	0	0	0	0	0,52	0	0	0
16.07.2016	выходной	20	полупик	0	0	0	0	0,771	0	0	0
16.07.2016	выходной	21	полупик	0	0	0	0	0,803	0	0	0
16.07.2016	выходной	22	полупик	0	0	0	0	0,679	0	0	0
16.07.2016	выходной	23	полупик	0	0	0	0	0,656	0	0	0
17.07.2016	выходной	0	минимум	0	0	0	0	0,664	0	0	0
17.07.2016	выходной	1	минимум	0	0	0	0	0,657	0	0	0
17.07.2016	выходной	2	минимум	0	0	0	0	0,655	0	0	0
17.07.2016	выходной	3	минимум	0	0	0	0	0,636	0	0	0
17.07.2016	выходной	4	минимум	0	0	0	0	0,401	0	0	0
17.07.2016	выходной	5	минимум	0	0	0	0	0,612	0	0	0
17.07.2016	выходной	6	минимум	0	0	0	0	0,602	0	0	0
17.07.2016	выходной	7	минимум	0	0	0	0	0,613	0	0	0
17.07.2016	выходной	8	полупик	0	0	0	0	0,703	0	0	0
17.07.2016	выходной	9	полупик	0	0	0	0	0,767	0	0	0
17.07.2016	выходной	10	полупик	0	0	0	0	0,69	0	0	0
17.07.2016	выходной	11	полупик	0	0	0	0	0,759	0	0	0
17.07.2016	выходной	12	полупик	0	0	0	0	0,723	0	0	0
17.07.2016	выходной	13	полупик	0	0	0	0	0,741	0	0	0
17.07.2016	выходной	14	полупик	0	0	0	0	0,733	0	0	0
17.07.2016	выходной	15	полупик	0	0	0	0	0,733	0	0	0
17.07.2016	выходной	16	полупик	0	0	0	0	0,722	0	0	0
17.07.2016	выходной	17	полупик	0	0	0	0	0,715	0	0	0
17.07.2016	выходной	18	полупик	0	0	0	0	0,726	0	0	0
17.07.2016	выходной	19	полупик	0	0	0	0	0,606	0	0	0
17.07.2016	выходной	20	полупик	0	0	0	0	0,68	0	0	0
17.07.2016	выходной	21	полупик	0	0	0	0	0,688	0	0	0
17.07.2016	выходной	22	полупик	0	0	0	0	0,68	0	0	0
17.07.2016	выходной	23	полупик	0	0	0	0	0,655	0	0	0
18.07.2016	рабочий день	0	минимум	0	0	0	0	0,6	0	0	0
18.07.2016	рабочий день	1	минимум	0	0	0	0	0,628	0	0	0
18.07.2016	рабочий день	2	минимум	0	0	0	0	0,776	0	0	0
18.07.2016	рабочий день	3	минимум	0	0	0	0	0,659	0	0	0
18.07.2016	рабочий день	4	минимум	0	0	0	0	0,474	0	0	0
18.07.2016	рабочий день	5	минимум	0	0	0	0	0,592	0	0	0
18.07.2016	рабочий день	6	минимум	0	0	0	0	0,685	0	0	0
18.07.2016	рабочий день	7	полупик	0	0	0	0	0,708	0	0	0
18.07.2016	рабочий день	8	пик	0	0	0	0	0,742	0	0	0
18.07.2016	рабочий день	9	пик	0	0	0	0	0,613	0	0	0
18.07.2016	рабочий день	10	пик	0	0	0	0	0,643	0	0	0
18.07.2016	рабочий день	11	пик	0	0	0	0	0,89	0	0	0
18.07.2016	рабочий день	12	пик	0	0	0	0	1,042	0	0	0
18.07.2016	рабочий день	13	пик	0	0	0	0	1,204	0	0	0
18.07.2016	рабочий день	14	пик	0	0	0	0	1,426	0	0	0
18.07.2016	рабочий день	15	пик	0	0	0	0	1,568	0	0	0
18.07.2016	рабочий день	16	полупик	0	0	0	0	1,596	0	0	0
18.07.2016	рабочий день	17	полупик	0	0	0	0	1,767	0	0	0
18.07.2016	рабочий день	18	полупик	0	0	0	0	2,29	0	0	0
18.07.2016	рабочий день	19	полупик	0	0	0	0	2,976	0	0	0
18.07.2016	рабочий день	20	полупик	0	0	0	0	3,016	0	0	0
18.07.2016	рабочий день	21	полупик	0	0	0	0	2,964	0	0	0
18.07.2016	рабочий день	22	полупик	0	0	0	0	2,931	0	0	0
18.07.2016	рабочий день	23	минимум	0	0	0	0	2,877	0	0	0
19.07.2016	рабочий день	0	минимум	0	0	0	0	2,886	0	0	0
19.07.2016	рабочий день	1	минимум	0	0	0	0	1,867	0	0	0
19.07.2016	рабочий день	2	минимум	0	0	0	0	1,228	0	0	0
19.07.2016	рабочий день	3	минимум	0	0	0	0	1,211	0	0	0
19.07.2016	рабочий день	4	минимум	0	0	0	0	1,159	0	0	0
19.07.2016	рабочий день	5	минимум	0	0	0	0	1,076	0	0	0
19.07.2016	рабочий день	6	минимум	0	0	0	0	1,026	0	0	0
19.07.2016	рабочий день	7	полупик	0	0	0	0	1,061	0	0	0
19.07.2016	рабочий день	8	пик	0	0	0	0	0,964	0	0	0
19.07.2016	рабочий день	9	пик	0	0	0	0	0,907	0	0	0
19.07.2016	рабочий день	10	пик	0	0	0	0	1,185	0	0	0
19.07.2016	рабочий день	11	пик	0	0	0	0	1,162	0	0	0
19.07.2016	рабочий день	12	пик	0	0	0	0	1,059	0	0	0
19.07.2016	рабочий день	13	пик	0	0	0	0	1,039	0	0	0
19.07.2016	рабочий день	14	пик	0	0	0	0	1,014	0	0	0
19.07.2016	рабочий день	15	пик	0	0	0	0	0,991	0	0	0
19.07.2016	рабочий день	16	полупик	0	0	0	0	1	0	0	0
19.07.2016	рабочий день	17	полупик	0	0	0	0	0,962	0	0	0
19.07.2016	рабочий день	18	полупик	0	0	0	0	0,984	0	0	0
19.07.2016	рабочий день	19	полупик	0	0	0	0	0,956	0	0	0
19.07.2016	рабочий день	20	полупик	0	0	0	0	0,896	0	0	0
19.07.2016	рабочий день	21	полупик	0	0	0	0	0,743	0	0	0
19.07.2016	рабочий день	22	полупик	0	0	0	0	0,811	0	0	0
19.07.2016	рабочий день	23	минимум	0	0	0	0	0,812	0	0	0
20.07.2016	рабочий день	0	минимум	0	0	0	0	0,582	0	0	0
20.07.2016	рабочий день	1	минимум	0	0	0	0	0,465	0	0	0
20.07.2016	рабочий день	2	минимум	0	0	0	0	0,501	0	0	0
20.07.2016	рабочий день	3	минимум	0	0	0	0	0,488	0	0	0
20.07.2016	рабочий день	4	минимум	0	0	0	0	0,438	0	0	0
20.07.2016	рабочий день	5	минимум	0	0	0	0	0,498	0	0	0
20.07.2016	рабочий день	6	минимум	0	0	0	0	0,625	0	0	0
20.07.2016	рабочий день	7	полупик	0	0	0	0	0,57	0	0	0
20.07.2016	рабочий день	8	пик	0	0	0	0	0,617	0	0	0
20.07.2016	рабочий день	9	пик	0	0	0	0	0,659	0	0	0
20.07.2016	рабочий день	10	пик	0	0	0	0	0,612	0	0	0
20.07.2016	рабочий день	11	пик	0	0	0	0	0,769	0	0	0
