Дата	Характерный день	Торговый час	Характерный час	График ППП, МВтч	"Объем Торгового графика (скорректированное плановое почасовое потребление) МВт*час"	Объем покупки МВт*час	В т.ч. потери, отнесенные к объему покупки	Фактическое собственное потребление, МВтч	Покупка (+) / Продажа (-) на БР (BR+/-), МВтч	Объем покупки на БР (BR+), МВтч	Объем продажи на БР (BR-), МВтч
01.04.2015	рабочий день	17	полупик	0,9	0,9	0,928	0,028	0,821	-0,079	0	0,079
01.04.2015	рабочий день	18	полупик	0,9	0,9	0,928	0,028	0,869	-0,031	0	0,031
01.04.2015	рабочий день	19	полупик	0,9	0,9	0,928	0,028	0,956	0,056	0,056	0
01.04.2015	рабочий день	20	пик	0,9	0,9	0,928	0,028	0,977	0,077	0,077	0
01.04.2015	рабочий день	21	полупик	0,9	0,9	0,929	0,029	0,986	0,086	0,086	0
01.04.2015	рабочий день	22	полупик	0,9	0,9	0,929	0,029	1,007	0,107	0,107	0
01.04.2015	рабочий день	23	минимум	0,9	0,9	0,929	0,029	0,93	0,03	0,03	0
02.04.2015	рабочий день	0	минимум	1	1	1,033	0,033	0,855	-0,145	0	0,145
02.04.2015	рабочий день	1	минимум	1	1	1,033	0,033	0,932	-0,068	0	0,068
02.04.2015	рабочий день	2	минимум	1	1	1,032	0,032	0,961	-0,039	0	0,039
02.04.2015	рабочий день	3	минимум	1	1	1,032	0,032	0,818	-0,182	0	0,182
02.04.2015	рабочий день	4	минимум	1	1	1,033	0,033	0,987	-0,013	0	0,013
02.04.2015	рабочий день	5	минимум	1,1	1,1	1,134	0,034	0,924	-0,176	0	0,176
02.04.2015	рабочий день	6	минимум	1,1	1,1	1,133	0,033	1,019	-0,081	0	0,081
02.04.2015	рабочий день	7	полупик	1,1	1,1	1,134	0,034	1,011	-0,089	0	0,089
02.04.2015	рабочий день	8	полупик	1,1	1,1	1,133	0,033	0,933	-0,167	0	0,167
02.04.2015	рабочий день	9	пик	1,1	1,1	1,134	0,034	1,138	0,038	0,038	0
02.04.2015	рабочий день	10	пик	1,15	1,15	1,185	0,035	1,13	-0,02	0	0,02
02.04.2015	рабочий день	11	полупик	1,15	1,15	1,185	0,035	1,183	0,033	0,033	0
02.04.2015	рабочий день	12	полупик	1,15	1,15	1,185	0,035	1,44	0,29	0,29	0
02.04.2015	рабочий день	13	полупик	1,15	1,15	1,185	0,035	1,354	0,204	0,204	0
02.04.2015	рабочий день	14	полупик	1,15	1,15	1,186	0,036	1,396	0,246	0,246	0
02.04.2015	рабочий день	15	полупик	1,15	1,15	1,185	0,035	1,445	0,295	0,295	0
02.04.2015	рабочий день	16	полупик	1,25	1,25	1,288	0,038	1,573	0,323	0,323	0
02.04.2015	рабочий день	17	полупик	1,25	1,25	1,287	0,037	1,602	0,352	0,352	0
02.04.2015	рабочий день	18	полупик	1,5	1,5	1,546	0,046	1,271	-0,229	0	0,229
02.04.2015	рабочий день	19	полупик	1,5	1,5	1,546	0,046	1,52	0,02	0,02	0
02.04.2015	рабочий день	20	пик	1,9	1,9	1,959	0,059	1,627	-0,273	0	0,273
02.04.2015	рабочий день	21	полупик	2,5	2,5	2,58	0,08	1,505	-0,995	0	0,995
02.04.2015	рабочий день	22	полупик	3,15	3,15	3,249	0,099	1,478	-1,672	0	1,672
02.04.2015	рабочий день	23	минимум	3,15	3,15	3,248	0,098	1,557	-1,593	0	1,593
03.04.2015	рабочий день	0	минимум	3,15	3,15	3,25	0,1	1,557	-1,593	0	1,593
03.04.2015	рабочий день	1	минимум	3,15	3,15	3,252	0,102	1,847	-1,303	0	1,303
03.04.2015	рабочий день	2	минимум	3,15	3,15	3,253	0,103	1,919	-1,231	0	1,231
03.04.2015	рабочий день	3	минимум	3,15	3,15	3,251	0,101	1,918	-1,232	0	1,232
03.04.2015	рабочий день	4	минимум	3,15	3,15	3,25	0,1	2,463	-0,687	0	0,687
03.04.2015	рабочий день	5	минимум	3,15	3,15	3,246	0,096	2,925	-0,225	0	0,225
03.04.2015	рабочий день	6	минимум	3,15	3,15	3,244	0,094	3,147	-0,003	0	0,003
03.04.2015	рабочий день	7	полупик	3,15	3,15	3,245	0,095	3,187	0,037	0,037	0
03.04.2015	рабочий день	8	полупик	3,15	3,15	3,245	0,095	3,147	-0,003	0	0,003
03.04.2015	рабочий день	9	пик	3,15	3,15	3,246	0,096	3,201	0,051	0,051	0
03.04.2015	рабочий день	10	пик	3,15	3,15	3,247	0,097	3,137	-0,013	0	0,013
03.04.2015	рабочий день	11	полупик	3,15	3,15	3,246	0,096	3,081	-0,069	0	0,069
03.04.2015	рабочий день	12	полупик	3,15	3,15	3,247	0,097	2,988	-0,162	0	0,162
03.04.2015	рабочий день	13	полупик	3,15	3,15	3,248	0,098	3,017	-0,133	0	0,133
03.04.2015	рабочий день	14	полупик	3,15	3,15	3,248	0,098	3,058	-0,092	0	0,092
03.04.2015	рабочий день	15	полупик	3,15	3,15	3,247	0,097	3,014	-0,136	0	0,136
03.04.2015	рабочий день	16	полупик	3,15	3,15	3,245	0,095	3,006	-0,144	0	0,144
03.04.2015	рабочий день	17	полупик	3,15	3,15	3,245	0,095	3,05	-0,1	0	0,1
03.04.2015	рабочий день	18	полупик	3,15	3,15	3,244	0,094	3,082	-0,068	0	0,068
03.04.2015	рабочий день	19	полупик	3,15	3,15	3,245	0,095	3,032	-0,118	0	0,118
03.04.2015	рабочий день	20	пик	3,15	3,15	3,246	0,096	3,095	-0,055	0	0,055
03.04.2015	рабочий день	21	полупик	3,15	3,15	3,246	0,096	3,106	-0,044	0	0,044
03.04.2015	рабочий день	22	полупик	3,15	3,15	3,243	0,093	2,932	-0,218	0	0,218
03.04.2015	рабочий день	23	минимум	3,15	3,15	3,244	0,094	3,088	-0,062	0	0,062
04.04.2015	выходной	0	минимум	3,15	3,15	3,243	0,093	2,913	-0,237	0	0,237
04.04.2015	выходной	1	минимум	3,15	3,15	3,245	0,095	3,087	-0,063	0	0,063
04.04.2015	выходной	2	минимум	3,15	3,15	3,249	0,099	2,998	-0,152	0	0,152
04.04.2015	выходной	3	минимум	3,15	3,15	3,249	0,099	3,088	-0,062	0	0,062
04.04.2015	выходной	4	минимум	3,15	3,15	3,249	0,099	3,083	-0,067	0	0,067
04.04.2015	выходной	5	минимум	3,15	3,15	3,247	0,097	2,961	-0,189	0	0,189
04.04.2015	выходной	6	минимум	3,15	3,15	3,246	0,096	2,873	-0,277	0	0,277
04.04.2015	выходной	7	минимум	3,15	3,15	3,245	0,095	3,084	-0,066	0	0,066
04.04.2015	выходной	8	полупик	3,15	3,15	3,243	0,093	2,875	-0,275	0	0,275
04.04.2015	выходной	9	полупик	3,15	3,15	3,243	0,093	2,779	-0,371	0	0,371
04.04.2015	выходной	10	полупик	3,15	3,15	3,243	0,093	2,954	-0,196	0	0,196
04.04.2015	выходной	11	полупик	3,15	3,15	3,243	0,093	3,037	-0,113	0	0,113
04.04.2015	выходной	12	полупик	3,15	3,15	3,243	0,093	3,047	-0,103	0	0,103
04.04.2015	выходной	13	полупик	3,15	3,15	3,244	0,094	3,077	-0,073	0	0,073
04.04.2015	выходной	14	полупик	3,15	3,15	3,243	0,093	3,092	-0,058	0	0,058
04.04.2015	выходной	15	полупик	3,15	3,15	3,242	0,092	3,087	-0,063	0	0,063
04.04.2015	выходной	16	полупик	3,15	3,15	3,242	0,092	2,857	-0,293	0	0,293
04.04.2015	выходной	17	полупик	3,15	3,15	3,243	0,093	3,105	-0,045	0	0,045
04.04.2015	выходной	18	полупик	3,15	3,15	3,242	0,092	3,104	-0,046	0	0,046
04.04.2015	выходной	19	полупик	3,15	3,15	3,243	0,093	3,071	-0,079	0	0,079
04.04.2015	выходной	20	полупик	3,15	3,15	3,241	0,091	3,118	-0,032	0	0,032
04.04.2015	выходной	21	полупик	3,15	3,15	3,241	0,091	3,081	-0,069	0	0,069
04.04.2015	выходной	22	полупик	3,15	3,15	3,24	0,09	2,863	-0,287	0	0,287
04.04.2015	выходной	23	минимум	3,15	3,15	3,242	0,092	3,105	-0,045	0	0,045
05.04.2015	выходной	0	минимум	3,15	3,15	3,249	0,099	2,951	-0,199	0	0,199
05.04.2015	выходной	1	минимум	3,15	3,15	3,253	0,103	2,808	-0,342	0	0,342
05.04.2015	выходной	2	минимум	3,15	3,15	3,256	0,106	3,151	0,001	0,001	0
05.04.2015	выходной	3	минимум	3,15	3,15	3,254	0,104	1,963	-1,187	0	1,187
05.04.2015	выходной	4	минимум	3,15	3,15	3,255	0,105	1,434	-1,716	0	1,716
05.04.2015	выходной	5	минимум	3,15	3,15	3,253	0,103	1,653	-1,497	0	1,497
05.04.2015	выходной	6	минимум	3,15	3,15	3,252	0,102	1,928	-1,222	0	1,222
05.04.2015	выходной	7	минимум	3,15	3,15	3,251	0,101	2,598	-0,552	0	0,552
05.04.2015	выходной	8	полупик	3,15	3,15	3,247	0,097	3,129	-0,021	0	0,021
05.04.2015	выходной	9	полупик	3,15	3,15	3,245	0,095	3,045	-0,105	0	0,105
05.04.2015	выходной	10	полупик	3,15	3,15	3,244	0,094	3,161	0,011	0,011	0
05.04.2015	выходной	11	полупик	3,15	3,15	3,242	0,092	3,16	0,01	0,01	0
05.04.2015	выходной	12	полупик	3,15	3,15	3,243	0,093	3,081	-0,069	0	0,069
05.04.2015	выходной	13	полупик	3,15	3,15	3,243	0,093	3,085	-0,065	0	0,065
05.04.2015	выходной	14	полупик	3,15	3,15	3,243	0,093	3,038	-0,112	0	0,112
05.04.2015	выходной	15	полупик	3,15	3,15	3,243	0,093	3,121	-0,029	0	0,029
05.04.2015	выходной	16	полупик	3,15	3,15	3,242	0,092	3,083	-0,067	0	0,067
05.04.2015	выходной	17	полупик	3,15	3,15	3,241	0,091	2,872	-0,278	0	0,278
05.04.2015	выходной	18	полупик	3,15	3,15	3,24	0,09	3,145	-0,005	0	0,005
05.04.2015	выходной	19	полупик	3,15	3,15	3,242	0,092	3,095	-0,055	0	0,055
05.04.2015	выходной	20	полупик	3,15	3,15	3,242	0,092	3,039	-0,111	0	0,111
05.04.2015	выходной	21	полупик	3,15	3,15	3,242	0,092	3,103	-0,047	0	0,047
05.04.2015	выходной	22	полупик	3,15	3,15	3,24	0,09	3,054	-0,096	0	0,096
05.04.2015	выходной	23	минимум	3,15	3,15	3,243	0,093	3,06	-0,09	0	0,09
06.04.2015	рабочий день	0	минимум	3,15	3,15	3,247	0,097	3,094	-0,056	0	0,056
06.04.2015	рабочий день	1	минимум	3,15	3,15	3,249	0,099	3,143	-0,007	0	0,007
06.04.2015	рабочий день	2	минимум	3,15	3,15	3,248	0,098	3,039	-0,111	0	0,111
06.04.2015	рабочий день	3	минимум	3,15	3,15	3,248	0,098	2,96	-0,19	0	0,19
06.04.2015	рабочий день	4	минимум	3,15	3,15	3,252	0,102	3,136	-0,014	0	0,014
06.04.2015	рабочий день	5	минимум	3,15	3,15	3,249	0,099	2,939	-0,211	0	0,211
06.04.2015	рабочий день	6	минимум	3,15	3,15	3,246	0,096	2,903	-0,247	0	0,247
06.04.2015	рабочий день	7	полупик	3,15	3,15	3,246	0,096	3,12	-0,03	0	0,03
06.04.2015	рабочий день	8	полупик	3,15	3,15	3,246	0,096	3,131	-0,019	0	0,019
06.04.2015	рабочий день	9	пик	3,15	3,15	3,245	0,095	3,06	-0,09	0	0,09
06.04.2015	рабочий день	10	пик	3,15	3,15	3,245	0,095	3,052	-0,098	0	0,098
06.04.2015	рабочий день	11	полупик	3,15	3,15	3,245	0,095	3,096	-0,054	0	0,054
06.04.2015	рабочий день	12	полупик	3,15	3,15	3,245	0,095	2,954	-0,196	0	0,196
06.04.2015	рабочий день	13	полупик	3,15	3,15	3,246	0,096	1,604	-1,546	0	1,546
06.04.2015	рабочий день	14	полупик	3,15	3,15	3,245	0,095	1,703	-1,447	0	1,447
06.04.2015	рабочий день	15	полупик	3,15	3,15	3,245	0,095	1,752	-1,398	0	1,398
06.04.2015	рабочий день	16	полупик	3,15	3,15	3,243	0,093	2,458	-0,692	0	0,692
06.04.2015	рабочий день	17	полупик	3,15	3,15	3,245	0,095	3,01	-0,14	0	0,14
06.04.2015	рабочий день	18	полупик	3,15	3,15	3,246	0,096	3,157	0,007	0,007	0
06.04.2015	рабочий день	19	полупик	3,15	3,15	3,246	0,096	3,152	0,002	0,002	0
06.04.2015	рабочий день	20	пик	3,15	3,15	3,248	0,098	3,148	-0,002	0	0,002
06.04.2015	рабочий день	21	полупик	3,15	3,15	3,249	0,099	2,921	-0,229	0	0,229
06.04.2015	рабочий день	22	полупик	3,15	3,15	3,247	0,097	2,984	-0,166	0	0,166
06.04.2015	рабочий день	23	минимум	3,15	3,15	3,246	0,096	3,024	-0,126	0	0,126
07.04.2015	рабочий день	0	минимум	3,15	3,15	3,245	0,095	3,074	-0,076	0	0,076
07.04.2015	рабочий день	1	минимум	3,15	3,15	3,247	0,097	3,061	-0,089	0	0,089
07.04.2015	рабочий день	2	минимум	3,15	3,15	3,249	0,099	3,017	-0,133	0	0,133
07.04.2015	рабочий день	3	минимум	3,15	3,15	3,249	0,099	3,013	-0,137	0	0,137
07.04.2015	рабочий день	4	минимум	3,15	3,15	3,248	0,098	3,03	-0,12	0	0,12
07.04.2015	рабочий день	5	минимум	3,15	3,15	3,245	0,095	2,899	-0,251	0	0,251
07.04.2015	рабочий день	6	минимум	3,15	3,15	3,243	0,093	1,595	-1,555	0	1,555
07.04.2015	рабочий день	7	полупик	3,15	3,15	3,245	0,095	1,774	-1,376	0	1,376
07.04.2015	рабочий день	8	полупик	3,15	3,15	3,243	0,093	1,587	-1,563	0	1,563
07.04.2015	рабочий день	9	пик	3,15	3,15	3,242	0,092	1,816	-1,334	0	1,334
07.04.2015	рабочий день	10	пик	3,15	3,15	3,242	0,092	1,9	-1,25	0	1,25
07.04.2015	рабочий день	11	полупик	3,15	3,15	3,243	0,093	2,888	-0,262	0	0,262
07.04.2015	рабочий день	12	полупик	3,15	3,15	3,244	0,094	3,076	-0,074	0	0,074
07.04.2015	рабочий день	13	полупик	3,15	3,15	3,245	0,095	3,07	-0,08	0	0,08
07.04.2015	рабочий день	14	полупик	3,15	3,15	3,244	0,094	2,891	-0,259	0	0,259
07.04.2015	рабочий день	15	полупик	3,15	3,15	3,242	0,092	2,977	-0,173	0	0,173
07.04.2015	рабочий день	16	полупик	3,15	3,15	3,242	0,092	2,988	-0,162	0	0,162
07.04.2015	рабочий день	17	полупик	3,15	3,15	3,242	0,092	2,917	-0,233	0	0,233
07.04.2015	рабочий день	18	полупик	3,15	3,15	3,243	0,093	2,815	-0,335	0	0,335
07.04.2015	рабочий день	19	полупик	3,15	3,15	3,244	0,094	3,063	-0,087	0	0,087
07.04.2015	рабочий день	20	пик	3,15	3,15	3,246	0,096	2,868	-0,282	0	0,282
07.04.2015	рабочий день	21	полупик	3,15	3,15	3,246	0,096	3,071	-0,079	0	0,079
07.04.2015	рабочий день	22	полупик	3,15	3,15	3,245	0,095	3,062	-0,088	0	0,088
07.04.2015	рабочий день	23	минимум	3,15	3,15	3,246	0,096	2,841	-0,309	0	0,309
08.04.2015	рабочий день	0	минимум	3,15	3,15	3,248	0,098	2,995	-0,155	0	0,155
08.04.2015	рабочий день	1	минимум	3,15	3,15	3,249	0,099	3,043	-0,107	0	0,107
08.04.2015	рабочий день	2	минимум	3,15	3,15	3,251	0,101	3,017	-0,133	0	0,133
08.04.2015	рабочий день	3	минимум	3,15	3,15	3,253	0,103	2,817	-0,333	0	0,333
08.04.2015	рабочий день	4	минимум	3,15	3,15	3,254	0,104	3,02	-0,13	0	0,13
08.04.2015	рабочий день	5	минимум	3,15	3,15	3,25	0,1	2,965	-0,185	0	0,185
08.04.2015	рабочий день	6	минимум	3,15	3,15	3,246	0,096	3,099	-0,051	0	0,051
08.04.2015	рабочий день	7	полупик	3,15	3,15	3,246	0,096	3,075	-0,075	0	0,075
08.04.2015	рабочий день	8	полупик	3,15	3,15	3,244	0,094	3,052	-0,098	0	0,098
08.04.2015	рабочий день	9	пик	3,15	3,15	3,244	0,094	3,046	-0,104	0	0,104
08.04.2015	рабочий день	10	пик	3,15	3,15	3,245	0,095	2,423	-0,727	0	0,727
08.04.2015	рабочий день	11	полупик	3,15	3,15	3,244	0,094	1,739	-1,411	0	1,411
08.04.2015	рабочий день	12	полупик	3,15	3,15	3,245	0,095	2,608	-0,542	0	0,542
08.04.2015	рабочий день	13	полупик	3,15	3,15	3,246	0,096	2,937	-0,213	0	0,213
08.04.2015	рабочий день	14	полупик	3,15	3,15	3,246	0,096	2,91	-0,24	0	0,24
08.04.2015	рабочий день	15	полупик	3,15	3,15	3,244	0,094	3,039	-0,111	0	0,111
08.04.2015	рабочий день	16	полупик	3,15	3,15	3,243	0,093	3,021	-0,129	0	0,129
08.04.2015	рабочий день	17	полупик	3,15	3,15	3,243	0,093	2,825	-0,325	0	0,325
08.04.2015	рабочий день	18	полупик	3,15	3,15	3,243	0,093	2,807	-0,343	0	0,343
08.04.2015	рабочий день	19	полупик	3,15	3,15	3,246	0,096	3,052	-0,098	0	0,098
08.04.2015	рабочий день	20	пик	3,15	3,15	3,246	0,096	2,344	-0,806	0	0,806
08.04.2015	рабочий день	21	полупик	3,15	3,15	3,249	0,099	3,061	-0,089	0	0,089
08.04.2015	рабочий день	22	полупик	3,15	3,15	3,247	0,097	3,038	-0,112	0	0,112
08.04.2015	рабочий день	23	минимум	3,15	3,15	3,249	0,099	3,062	-0,088	0	0,088
09.04.2015	рабочий день	0	минимум	3,15	3,15	3,243	0,093	3,036	-0,114	0	0,114
09.04.2015	рабочий день	1	минимум	3,15	3,15	3,245	0,095	2,175	-0,975	0	0,975
09.04.2015	рабочий день	2	минимум	3,15	3,15	3,247	0,097	1,164	-1,986	0	1,986
09.04.2015	рабочий день	3	минимум	1,5	1,5	1,547	0,047	1,2	-0,3	0	0,3
09.04.2015	рабочий день	4	минимум	1,1	1,1	1,134	0,034	1,149	0,049	0,049	0
09.04.2015	рабочий день	5	минимум	1,1	1,1	1,133	0,033	1,022	-0,078	0	0,078
09.04.2015	рабочий день	6	минимум	1,1	1,1	1,132	0,032	0,802	-0,298	0	0,298
09.04.2015	рабочий день	7	полупик	1,1	1,1	1,133	0,033	0,742	-0,358	0	0,358
09.04.2015	рабочий день	8	полупик	1,1	1,1	1,132	0,032	0,78	-0,32	0	0,32
09.04.2015	рабочий день	9	пик	1,1	1,1	1,131	0,031	0,925	-0,175	0	0,175
09.04.2015	рабочий день	10	пик	1,1	1,1	1,132	0,032	1,092	-0,008	0	0,008
09.04.2015	рабочий день	11	полупик	1,1	1,1	1,132	0,032	1,133	0,033	0,033	0
09.04.2015	рабочий день	12	полупик	1,1	1,1	1,132	0,032	1,096	-0,004	0	0,004
09.04.2015	рабочий день	13	полупик	1,1	1,1	1,132	0,032	1,196	0,096	0,096	0
09.04.2015	рабочий день	14	полупик	1,1	1,1	1,132	0,032	1,177	0,077	0,077	0
09.04.2015	рабочий день	15	полупик	1,1	1,1	1,132	0,032	1,143	0,043	0,043	0
09.04.2015	рабочий день	16	полупик	1,1	1,1	1,131	0,031	1,247	0,147	0,147	0
09.04.2015	рабочий день	17	полупик	1,15	1,15	1,183	0,033	1,448	0,298	0,298	0
09.04.2015	рабочий день	18	полупик	1,25	1,25	1,286	0,036	1,608	0,358	0,358	0
09.04.2015	рабочий день	19	полупик	1,25	1,25	1,287	0,037	1,88	0,63	0,63	0
09.04.2015	рабочий день	20	пик	1,5	1,5	1,544	0,044	1,848	0,348	0,348	0
09.04.2015	рабочий день	21	полупик	1,5	1,5	1,544	0,044	2,701	1,201	1,201	0
09.04.2015	рабочий день	22	полупик	1,9	1,9	1,955	0,055	3,181	1,281	1,281	0
09.04.2015	рабочий день	23	минимум	2,5	2,5	2,574	0,074	3,181	0,681	0,681	0
10.04.2015	рабочий день	0	минимум	3,15	3,15	3,242	0,092	3,139	-0,011	0	0,011
10.04.2015	рабочий день	1	минимум	3,15	3,15	3,244	0,094	2,989	-0,161	0	0,161
10.04.2015	рабочий день	2	минимум	3,15	3,15	3,247	0,097	3,245	0,095	0,095	0
10.04.2015	рабочий день	3	минимум	3,15	3,15	3,249	0,099	2,621	-0,529	0	0,529
10.04.2015	рабочий день	4	минимум	3,15	3,15	3,249	0,099	3,09	-0,06	0	0,06
10.04.2015	рабочий день	5	минимум	3,15	3,15	3,245	0,095	3,024	-0,126	0	0,126
10.04.2015	рабочий день	6	минимум	3,15	3,15	3,242	0,092	3,202	0,052	0,052	0
10.04.2015	рабочий день	7	полупик	3,15	3,15	3,245	0,095	2,683	-0,467	0	0,467
10.04.2015	рабочий день	8	полупик	3,15	3,15	3,24	0,09	2,939	-0,211	0	0,211
10.04.2015	рабочий день	9	пик	3,15	3,15	3,239	0,089	3,114	-0,036	0	0,036
10.04.2015	рабочий день	10	пик	3,15	3,15	3,24	0,09	3,109	-0,041	0	0,041
10.04.2015	рабочий день	11	полупик	3,15	3,15	3,24	0,09	3,217	0,067	0,067	0
10.04.2015	рабочий день	12	полупик	3,15	3,15	3,239	0,089	3,16	0,01	0,01	0
10.04.2015	рабочий день	13	полупик	3,15	3,15	3,239	0,089	3,096	-0,054	0	0,054
10.04.2015	рабочий день	14	полупик	3,15	3,15	3,239	0,089	3,134	-0,016	0	0,016
10.04.2015	рабочий день	15	полупик	3,15	3,15	3,239	0,089	3,186	0,036	0,036	0
10.04.2015	рабочий день	16	полупик	3,15	3,15	3,238	0,088	2,479	-0,671	0	0,671
10.04.2015	рабочий день	17	полупик	3,15	3,15	3,239	0,089	2,904	-0,246	0	0,246
10.04.2015	рабочий день	18	полупик	3,15	3,15	3,24	0,09	3,007	-0,143	0	0,143
10.04.2015	рабочий день	19	полупик	3,15	3,15	3,24	0,09	3,121	-0,029	0	0,029
10.04.2015	рабочий день	20	пик	3,15	3,15	3,24	0,09	3,212	0,062	0,062	0
10.04.2015	рабочий день	21	полупик	3,15	3,15	3,242	0,092	3,125	-0,025	0	0,025
10.04.2015	рабочий день	22	полупик	3,15	3,15	3,241	0,091	3,075	-0,075	0	0,075
10.04.2015	рабочий день	23	минимум	3,15	3,15	3,242	0,092	3,181	0,031	0,031	0
11.04.2015	выходной	0	минимум	3,15	3,15	3,247	0,097	3,214	0,064	0,064	0
11.04.2015	выходной	1	минимум	3,15	3,15	3,246	0,096	3,252	0,102	0,102	0
11.04.2015	выходной	2	минимум	3,15	3,15	3,247	0,097	3,218	0,068	0,068	0
11.04.2015	выходной	3	минимум	3,15	3,15	3,248	0,098	3,254	0,104	0,104	0
11.04.2015	выходной	4	минимум	3,15	3,15	3,248	0,098	2,63	-0,52	0	0,52
11.04.2015	выходной	5	минимум	3,15	3,15	3,247	0,097	3,014	-0,136	0	0,136
11.04.2015	выходной	6	минимум	3,15	3,15	3,248	0,098	2,311	-0,839	0	0,839
11.04.2015	выходной	7	минимум	3,15	3,15	3,248	0,098	2,84	-0,31	0	0,31
11.04.2015	выходной	8	полупик	3,15	3,15	3,245	0,095	1,598	-1,552	0	1,552
11.04.2015	выходной	9	полупик	3,15	3,15	3,244	0,094	2,717	-0,433	0	0,433
11.04.2015	выходной	10	полупик	3,15	3,15	3,244	0,094	2,838	-0,312	0	0,312
11.04.2015	выходной	11	полупик	3,15	3,15	3,243	0,093	3,132	-0,018	0	0,018
11.04.2015	выходной	12	полупик	3,15	3,15	3,245	0,095	3,132	-0,018	0	0,018
11.04.2015	выходной	13	полупик	3,15	3,15	3,245	0,095	3,188	0,038	0,038	0
11.04.2015	выходной	14	полупик	3,15	3,15	3,244	0,094	3,224	0,074	0,074	0
11.04.2015	выходной	15	полупик	3,15	3,15	3,243	0,093	3,28	0,13	0,13	0
11.04.2015	выходной	16	полупик	3,15	3,15	3,242	0,092	3,225	0,075	0,075	0
11.04.2015	выходной	17	полупик	3,15	3,15	3,241	0,091	3,269	0,119	0,119	0
11.04.2015	выходной	18	полупик	3,15	3,15	3,242	0,092	3,055	-0,095	0	0,095
11.04.2015	выходной	19	полупик	3,15	3,15	3,243	0,093	2,058	-1,092	0	1,092
11.04.2015	выходной	20	полупик	3,15	3,15	3,243	0,093	3,057	-0,093	0	0,093
11.04.2015	выходной	21	полупик	3,15	3,15	3,244	0,094	3,185	0,035	0,035	0
11.04.2015	выходной	22	полупик	3,15	3,15	3,245	0,095	3,179	0,029	0,029	0
11.04.2015	выходной	23	минимум	3,15	3,15	3,245	0,095	3,222	0,072	0,072	0
12.04.2015	выходной	0	минимум	3,15	3,15	3,246	0,096	3,001	-0,149	0	0,149
12.04.2015	выходной	1	минимум	3,15	3,15	3,248	0,098	3,115	-0,035	0	0,035
12.04.2015	выходной	2	минимум	3,15	3,15	3,25	0,1	3,15	0	0	0
12.04.2015	выходной	3	минимум	3,15	3,15	3,25	0,1	3,072	-0,078	0	0,078
12.04.2015	выходной	4	минимум	3,15	3,15	3,247	0,097	3,075	-0,075	0	0,075
12.04.2015	выходной	5	минимум	3,15	3,15	3,246	0,096	2,193	-0,957	0	0,957
12.04.2015	выходной	6	минимум	3,15	3,15	3,246	0,096	1,606	-1,544	0	1,544
12.04.2015	выходной	7	минимум	3,15	3,15	3,249	0,099	1,878	-1,272	0	1,272
12.04.2015	выходной	8	полупик	3,15	3,15	3,246	0,096	1,923	-1,227	0	1,227
12.04.2015	выходной	9	полупик	3,15	3,15	3,243	0,093	3,116	-0,034	0	0,034
12.04.2015	выходной	10	полупик	3,15	3,15	3,244	0,094	3,177	0,027	0,027	0
12.04.2015	выходной	11	полупик	3,15	3,15	3,244	0,094	3,112	-0,038	0	0,038
12.04.2015	выходной	12	полупик	3,15	3,15	3,243	0,093	3,033	-0,117	0	0,117
12.04.2015	выходной	13	полупик	3,15	3,15	3,243	0,093	3,152	0,002	0,002	0
12.04.2015	выходной	14	полупик	3,15	3,15	3,243	0,093	3,106	-0,044	0	0,044
12.04.2015	выходной	15	полупик	3,15	3,15	3,242	0,092	2,965	-0,185	0	0,185
12.04.2015	выходной	16	полупик	3,15	3,15	3,241	0,091	2,277	-0,873	0	0,873
12.04.2015	выходной	17	полупик	3,15	3,15	3,241	0,091	3,043	-0,107	0	0,107
12.04.2015	выходной	18	полупик	3,15	3,15	3,241	0,091	3,173	0,023	0,023	0
12.04.2015	выходной	19	полупик	3,15	3,15	3,241	0,091	3,174	0,024	0,024	0
12.04.2015	выходной	20	полупик	3,15	3,15	3,242	0,092	3,161	0,011	0,011	0
12.04.2015	выходной	21	полупик	3,15	3,15	3,244	0,094	3,054	-0,096	0	0,096
12.04.2015	выходной	22	полупик	3,15	3,15	3,244	0,094	3,051	-0,099	0	0,099
12.04.2015	выходной	23	минимум	3,15	3,15	3,244	0,094	3,021	-0,129	0	0,129
13.04.2015	рабочий день	0	минимум	3,15	3,15	3,246	0,096	3,027	-0,123	0	0,123
13.04.2015	рабочий день	1	минимум	3,15	3,15	3,247	0,097	3,077	-0,073	0	0,073
13.04.2015	рабочий день	2	минимум	3,15	3,15	3,249	0,099	3,092	-0,058	0	0,058
13.04.2015	рабочий день	3	минимум	3,15	3,15	3,249	0,099	3,068	-0,082	0	0,082
13.04.2015	рабочий день	4	минимум	3,15	3,15	3,249	0,099	3,106	-0,044	0	0,044
13.04.2015	рабочий день	5	минимум	3,15	3,15	3,248	0,098	2,977	-0,173	0	0,173
13.04.2015	рабочий день	6	минимум	3,15	3,15	3,246	0,096	3,038	-0,112	0	0,112
13.04.2015	рабочий день	7	полупик	3,15	3,15	3,248	0,098	3,018	-0,132	0	0,132
13.04.2015	рабочий день	8	полупик	3,15	3,15	3,247	0,097	3,025	-0,125	0	0,125
13.04.2015	рабочий день	9	пик	3,15	3,15	3,247	0,097	3,026	-0,124	0	0,124
13.04.2015	рабочий день	10	пик	3,15	3,15	3,248	0,098	2,743	-0,407	0	0,407
